Against,Beneficiary,Game_ID,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Pittsburgh,Cleveland,3360,9/22/2022,Clay Martin,5,25,2,10,1,5,2,10,3,1,1,1,1,1,3,2022
Cleveland,Pittsburgh,3360,9/22/2022,Clay Martin,5,24,2,10,2,10,1,4,0,0,0,0,1,1,3,2022
New Orleans,Carolina,3361,9/25/2022,Carl Cheffers,7,58,6,50,0,0,1,8,3,3,0,0,2,0,3,2022
Carolina,New Orleans,3361,9/25/2022,Carl Cheffers,4,40,1,10,1,15,2,15,1,0,0,1,1,0,3,2022
Chicago,Houston,3362,9/25/2022,Clete Blakeman,6,32,3,17,2,10,1,5,3,2,0,1,0,1,3,2022
Houston,Chicago,3362,9/25/2022,Clete Blakeman,3,25,1,10,1,5,1,10,1,0,1,0,1,1,3,2022
Indianapolis,Kansas City,3363,9/25/2022,Shawn Smith,4,34,1,10,2,9,1,15,0,0,0,0,0,0,3,2022
Kansas City,Indianapolis,3363,9/25/2022,Shawn Smith,6,45,2,15,2,20,2,10,3,1,0,2,2,0,3,2022
Miami,Buffalo,3364,9/25/2022,Alex Kemp,4,20,2,10,2,10,0,0,2,1,1,0,2,0,3,2022
Buffalo,Miami,3364,9/25/2022,Alex Kemp,7,52,3,30,4,22,0,0,2,1,1,0,1,0,3,2022
Detroit,Minnesota,3365,9/25/2022,John Hussey,7,59,1,15,5,39,1,5,1,0,0,1,3,0,3,2022
Minnesota,Detroit,3365,9/25/2022,John Hussey,3,15,0,0,3,15,0,0,0,0,0,0,0,0,3,2022
New England,Baltimore,3366,9/25/2022,Bill Vinovich,3,16,2,15,1,1,0,0,1,1,0,0,1,0,3,2022
Baltimore,New England,3366,9/25/2022,Bill Vinovich,2,10,2,10,0,0,0,0,2,2,0,0,1,0,3,2022
Cincinnati,N.Y. Jets,3367,9/25/2022,Jerome Boger,5,30,3,20,2,10,0,0,2,2,0,0,1,0,3,2022
N.Y. Jets,Cincinnati,3367,9/25/2022,Jerome Boger,4,55,2,25,2,30,0,0,0,0,0,0,1,0,3,2022
Tennessee,Las Vegas,3368,9/25/2022,Brad Rogers,7,85,3,20,3,55,1,10,0,0,0,0,1,1,3,2022
Las Vegas,Tennessee,3368,9/25/2022,Brad Rogers,6,44,6,44,0,0,0,0,4,4,0,0,0,1,3,2022
Washington,Philadelphia,3369,9/25/2022,Ron Torbert,4,48,2,8,2,40,0,0,2,2,0,0,0,0,3,2022
Philadelphia,Washington,3369,9/25/2022,Ron Torbert,5,52,0,0,3,25,2,27,0,0,0,0,1,0,3,2022
LA Chargers,Jacksonville,3370,9/25/2022,Craig Wrolstad,7,54,4,35,2,10,1,9,3,1,2,0,2,0,3,2022
Jacksonville,LA Chargers,3370,9/25/2022,Craig Wrolstad,2,10,1,5,1,5,0,0,1,1,0,0,0,0,3,2022
LA Rams,Arizona,3371,9/25/2022,Adrian Hill,6,35,5,35,0,0,1,0,3,3,0,0,1,0,3,2022
Arizona,LA Rams,3371,9/25/2022,Adrian Hill,6,50,5,40,0,0,1,10,2,2,0,0,0,0,3,2022
Seattle,Atlanta,3372,9/25/2022,Tra Blake,6,47,3,25,3,22,0,0,1,1,0,0,0,0,3,2022
Atlanta,Seattle,3372,9/25/2022,Tra Blake,2,15,2,15,0,0,0,0,1,1,0,0,2,0,3,2022
Tampa Bay,Green Bay,3373,9/25/2022,Scott Novak,6,40,5,35,1,5,0,0,3,3,0,0,0,0,3,2022
Green Bay,Tampa Bay,3373,9/25/2022,Scott Novak,8,65,3,25,3,25,2,15,1,1,0,0,1,0,3,2022
San Francisco,Denver,3374,9/25/2022,Shawn Hochuli,7,40,4,25,3,15,0,0,4,2,2,0,1,0,3,2022
Denver,San Francisco,3374,9/25/2022,Shawn Hochuli,5,30,2,15,1,5,2,10,1,1,0,0,1,0,3,2022
Dallas,N.Y. Giants,3375,9/26/2022,Land Clark,8,70,4,30,4,40,0,0,2,2,0,0,2,1,3,2022
N.Y. Giants,Dallas,3375,9/26/2022,Land Clark,8,57,6,46,2,11,0,0,3,2,1,0,1,1,3,2022
Miami,Cincinnati,3376,9/29/2022,Tra Blake,6,41,4,21,2,20,0,0,3,2,1,0,1,0,4,2022
Cincinnati,Miami,3376,9/29/2022,Tra Blake,6,74,2,15,4,59,0,0,1,1,0,0,2,0,4,2022
New Orleans,Minnesota,3377,10/2/2022,Clete Blakeman,10,102,4,25,5,62,1,15,3,2,1,0,1,0,4,2022
Minnesota,New Orleans,3377,10/2/2022,Clete Blakeman,5,35,5,35,0,0,0,0,3,3,0,0,1,0,4,2022
Cleveland,Atlanta,3378,10/2/2022,Craig Wrolstad,7,51,3,20,2,18,2,13,2,1,0,1,1,0,4,2022
Atlanta,Cleveland,3378,10/2/2022,Craig Wrolstad,1,15,1,15,0,0,0,0,0,0,0,0,2,0,4,2022
Buffalo,Baltimore,3379,10/2/2022,Jerome Boger,4,31,2,9,2,22,0,0,1,1,0,0,0,0,4,2022
Baltimore,Buffalo,3379,10/2/2022,Jerome Boger,9,70,6,45,2,20,1,5,3,2,0,1,2,0,4,2022
Washington,Dallas,3380,10/2/2022,Shawn Smith,11,136,7,61,4,75,0,0,3,3,0,0,0,0,4,2022
Dallas,Washington,3380,10/2/2022,Shawn Smith,4,20,2,10,2,10,0,0,3,2,1,0,1,0,4,2022
Seattle,Detroit,3381,10/2/2022,Clay Martin,11,76,8,65,3,11,0,0,2,2,0,0,3,1,4,2022
Detroit,Seattle,3381,10/2/2022,Clay Martin,8,59,5,40,3,19,0,0,4,2,2,0,0,1,4,2022
Houston,LA Chargers,3382,10/2/2022,Alex Kemp,9,67,5,45,3,15,1,7,3,2,1,0,1,1,4,2022
LA Chargers,Houston,3382,10/2/2022,Alex Kemp,6,61,2,10,3,36,1,15,2,2,0,0,1,1,4,2022
Tennessee,Indianapolis,3383,10/2/2022,Scott Novak,6,40,3,20,2,10,1,10,2,2,0,0,3,0,4,2022
Indianapolis,Tennessee,3383,10/2/2022,Scott Novak,7,50,3,20,4,30,0,0,2,2,0,0,0,0,4,2022
N.Y. Giants,Chicago,3384,10/2/2022,Carl Cheffers,7,55,2,10,3,30,2,15,1,1,0,0,1,0,4,2022
Chicago,N.Y. Giants,3384,10/2/2022,Carl Cheffers,5,65,2,15,3,50,0,0,2,1,1,0,1,0,4,2022
Philadelphia,Jacksonville,3385,10/2/2022,Shawn Hochuli,3,20,2,15,1,5,0,0,1,1,0,0,0,2,4,2022
Jacksonville,Philadelphia,3385,10/2/2022,Shawn Hochuli,4,38,0,0,3,25,1,13,1,0,1,0,0,2,4,2022
Pittsburgh,N.Y. Jets,3386,10/2/2022,Brad Rogers,8,55,5,30,2,10,1,15,2,2,0,0,1,0,4,2022
N.Y. Jets,Pittsburgh,3386,10/2/2022,Brad Rogers,7,64,4,25,2,30,1,9,2,2,0,0,1,0,4,2022
Arizona,Carolina,3387,10/2/2022,John Hussey,7,61,6,50,0,0,1,11,1,1,0,0,0,0,4,2022
Carolina,Arizona,3387,10/2/2022,John Hussey,6,76,0,0,2,41,4,35,1,0,0,1,3,0,4,2022
New England,Green Bay,3388,10/2/2022,Adrian Hill,7,75,2,9,2,26,3,40,2,2,0,0,1,0,4,2022
Green Bay,New England,3388,10/2/2022,Adrian Hill,4,40,1,10,1,15,2,15,1,0,0,1,1,0,4,2022
Las Vegas,Denver,3389,10/2/2022,Land Clark,4,25,1,5,1,5,2,15,2,1,0,1,2,0,4,2022
Denver,Las Vegas,3389,10/2/2022,Land Clark,7,50,5,40,2,10,0,0,4,2,2,0,1,0,4,2022
Kansas City,Tampa Bay,3390,10/2/2022,Bill Vinovich,4,32,2,15,2,17,0,0,1,1,0,0,2,0,4,2022
Tampa Bay,Kansas City,3390,10/2/2022,Bill Vinovich,5,40,3,24,2,16,0,0,0,0,0,0,0,0,4,2022
LA Rams,San Francisco,3391,10/3/2022,Brad Allen,1,5,1,5,0,0,0,0,1,1,0,0,0,0,4,2022
San Francisco,LA Rams,3391,10/3/2022,Brad Allen,4,25,1,10,2,10,1,5,2,0,1,1,0,0,4,2022
Indianapolis,Denver,3392,10/6/2022,Brad Rogers,8,64,6,45,1,14,1,5,2,2,0,0,1,0,5,2022
Denver,Indianapolis,3392,10/6/2022,Brad Rogers,7,49,4,25,3,24,0,0,5,3,2,0,1,0,5,2022
Green Bay,N.Y. Giants,3393,10/9/2022,Alex Kemp,7,37,1,5,4,17,2,15,2,1,0,1,0,0,5,2022
N.Y. Giants,Green Bay,3393,10/9/2022,Alex Kemp,6,63,4,25,2,38,0,0,3,3,0,0,1,0,5,2022
Buffalo,Pittsburgh,3394,10/9/2022,John Hussey,5,28,3,16,2,12,0,0,3,2,1,0,0,1,5,2022
Pittsburgh,Buffalo,3394,10/9/2022,John Hussey,6,54,4,35,2,19,0,0,2,2,0,0,1,1,5,2022
Cleveland,LA Chargers,3395,10/9/2022,Adrian Hill,6,65,1,5,5,60,0,0,1,1,0,0,0,1,5,2022
LA Chargers,Cleveland,3395,10/9/2022,Adrian Hill,4,17,3,15,1,2,0,0,2,2,0,0,1,1,5,2022
Jacksonville,Houston,3396,10/9/2022,Ron Torbert,6,48,3,20,2,20,1,8,1,1,0,0,2,0,5,2022
Houston,Jacksonville,3396,10/9/2022,Ron Torbert,4,25,3,20,1,5,0,0,2,2,0,0,1,0,5,2022
Chicago,Minnesota,3397,10/9/2022,Shawn Hochuli,6,40,4,30,2,10,0,0,3,2,1,0,2,0,5,2022
Minnesota,Chicago,3397,10/9/2022,Shawn Hochuli,7,70,4,30,1,20,2,20,2,2,0,0,0,0,5,2022
New England,Detroit,3398,10/9/2022,Craig Wrolstad,6,46,3,19,2,14,1,13,2,2,0,0,1,0,5,2022
Detroit,New England,3398,10/9/2022,Craig Wrolstad,7,82,2,20,4,57,1,5,1,0,0,1,0,0,5,2022
Seattle,New Orleans,3399,10/9/2022,Brad Allen,12,85,4,25,4,30,4,30,7,3,2,2,0,1,5,2022
New Orleans,Seattle,3399,10/9/2022,Brad Allen,6,57,3,20,2,32,1,5,3,2,0,1,1,1,5,2022
Miami,N.Y. Jets,3400,10/9/2022,Clay Martin,11,102,6,44,5,58,0,0,3,3,0,0,1,0,5,2022
N.Y. Jets,Miami,3400,10/9/2022,Clay Martin,5,105,2,10,3,95,0,0,2,2,0,0,0,0,5,2022
Tampa Bay,Atlanta,3401,10/9/2022,Jerome Boger,6,45,2,15,4,30,0,0,3,1,2,0,0,0,5,2022
Atlanta,Tampa Bay,3401,10/9/2022,Jerome Boger,6,55,4,35,2,20,0,0,1,1,0,0,0,0,5,2022
Washington,Tennessee,3402,10/9/2022,Land Clark,9,71,6,44,2,20,1,7,4,3,1,0,1,1,5,2022
Tennessee,Washington,3402,10/9/2022,Land Clark,8,69,6,40,2,29,0,0,3,3,0,0,0,1,5,2022
San Francisco,Carolina,3403,10/9/2022,Shawn Smith,9,50,5,35,4,15,0,0,4,2,2,0,0,1,5,2022
Carolina,San Francisco,3403,10/9/2022,Shawn Smith,5,33,3,25,2,8,0,0,1,1,0,0,0,1,5,2022
Philadelphia,Arizona,3404,10/9/2022,Tra Blake,3,30,3,30,0,0,0,0,0,0,0,0,0,0,5,2022
Arizona,Philadelphia,3404,10/9/2022,Tra Blake,2,15,2,15,0,0,0,0,1,1,0,0,0,0,5,2022
Dallas,LA Rams,3405,10/9/2022,Bill Vinovich,5,42,2,17,3,25,0,0,2,0,2,0,2,0,5,2022
LA Rams,Dallas,3405,10/9/2022,Bill Vinovich,3,25,2,20,0,0,1,5,0,0,0,0,1,0,5,2022
Cincinnati,Baltimore,3406,10/9/2022,Scott Novak,4,20,1,5,3,15,0,0,0,0,0,0,0,0,5,2022
Baltimore,Cincinnati,3406,10/9/2022,Scott Novak,6,48,3,19,3,29,0,0,2,2,0,0,1,0,5,2022
Las Vegas,Kansas City,3407,10/10/2022,Carl Cheffers,11,99,6,57,4,37,1,5,1,1,0,0,2,0,5,2022
Kansas City,Las Vegas,3407,10/10/2022,Carl Cheffers,5,72,2,10,3,62,0,0,2,2,0,0,0,0,5,2022
Washington,Chicago,3408,10/13/2022,Adrian Hill,7,36,3,13,3,13,1,10,3,3,0,0,1,0,6,2022
Chicago,Washington,3408,10/13/2022,Adrian Hill,4,42,2,10,2,32,0,0,1,1,0,0,0,0,6,2022
Atlanta,San Francisco,3409,10/16/2022,Carl Cheffers,5,40,2,15,3,25,0,0,2,1,1,0,0,0,6,2022
San Francisco,Atlanta,3409,10/16/2022,Carl Cheffers,5,30,3,20,2,10,0,0,2,1,1,0,0,0,6,2022
New England,Cleveland,3410,10/16/2022,Scott Novak,12,92,9,61,2,26,1,5,7,5,1,1,0,0,6,2022
Cleveland,New England,3410,10/16/2022,Scott Novak,7,63,2,20,3,33,2,10,2,0,1,1,0,0,6,2022
N.Y. Jets,Green Bay,3411,10/16/2022,Clete Blakeman,7,79,2,19,4,50,1,10,1,1,0,0,2,0,6,2022
Green Bay,N.Y. Jets,3411,10/16/2022,Clete Blakeman,7,42,4,30,2,2,1,10,3,2,1,0,0,0,6,2022
Indianapolis,Jacksonville,3412,10/16/2022,Jerome Boger,7,52,3,30,4,22,0,0,0,0,0,0,0,0,6,2022
Jacksonville,Indianapolis,3412,10/16/2022,Jerome Boger,4,44,1,5,3,39,0,0,1,1,0,0,0,0,6,2022
Miami,Minnesota,3413,10/16/2022,Brad Rogers,10,97,8,75,2,22,0,0,1,1,0,0,1,0,6,2022
Minnesota,Miami,3413,10/16/2022,Brad Rogers,2,20,1,5,0,0,1,15,1,1,0,0,0,0,6,2022
New Orleans,Cincinnati,3414,10/16/2022,Land Clark,4,34,3,20,1,14,0,0,2,2,0,0,1,0,6,2022
Cincinnati,New Orleans,3414,10/16/2022,Land Clark,3,30,1,10,1,15,1,5,1,0,0,1,0,0,6,2022
Baltimore,N.Y. Giants,3415,10/16/2022,Clay Martin,10,74,5,24,3,25,2,25,5,5,0,0,0,0,6,2022
N.Y. Giants,Baltimore,3415,10/16/2022,Clay Martin,3,25,2,15,0,0,1,10,1,1,0,0,1,0,6,2022
Tampa Bay,Pittsburgh,3416,10/16/2022,Shawn Smith,6,42,5,27,1,15,0,0,3,3,0,0,2,0,6,2022
Pittsburgh,Tampa Bay,3416,10/16/2022,Shawn Smith,7,45,3,25,2,10,2,10,3,1,0,2,2,0,6,2022
Carolina,LA Rams,3417,10/16/2022,Tra Blake,3,30,2,15,1,15,0,0,1,1,0,0,1,1,6,2022
LA Rams,Carolina,3417,10/16/2022,Tra Blake,7,49,6,40,0,0,1,9,4,4,0,0,0,1,6,2022
Seattle,Arizona,3418,10/16/2022,Shawn Hochuli,6,44,5,39,0,0,1,5,3,2,0,1,1,0,6,2022
Arizona,Seattle,3418,10/16/2022,Shawn Hochuli,6,53,3,20,2,20,1,13,2,2,0,0,2,0,6,2022
Kansas City,Buffalo,3419,10/16/2022,Brad Allen,5,58,4,35,1,23,0,0,1,1,0,0,0,1,6,2022
Buffalo,Kansas City,3419,10/16/2022,Brad Allen,7,35,2,12,4,20,1,3,2,1,1,0,2,1,6,2022
Dallas,Philadelphia,3420,10/16/2022,John Hussey,10,72,1,5,6,46,3,21,4,1,3,0,0,1,6,2022
Philadelphia,Dallas,3420,10/16/2022,John Hussey,2,10,1,5,1,5,0,0,1,1,0,0,0,1,6,2022
Denver,LA Chargers,3421,10/17/2022,Ron Torbert,10,151,2,15,8,136,0,0,2,1,1,0,0,0,6,2022
LA Chargers,Denver,3421,10/17/2022,Ron Torbert,9,89,7,59,2,30,0,0,2,2,0,0,0,0,6,2022
New Orleans,Arizona,3422,10/20/2022,Jerome Boger,8,49,3,15,4,26,1,8,3,3,0,0,0,0,7,2022
Arizona,New Orleans,3422,10/20/2022,Jerome Boger,4,20,3,15,1,5,0,0,2,2,0,0,2,0,7,2022
Cleveland,Baltimore,3423,10/23/2022,Shawn Smith,6,45,3,25,1,5,2,15,2,1,0,1,0,0,7,2022
Baltimore,Cleveland,3423,10/23/2022,Shawn Smith,3,53,1,15,2,38,0,0,0,0,0,0,1,0,7,2022
Tampa Bay,Carolina,3424,10/23/2022,Craig Wrolstad,4,30,3,15,0,0,1,15,3,3,0,0,1,0,7,2022
Carolina,Tampa Bay,3424,10/23/2022,Craig Wrolstad,3,15,0,0,0,0,3,15,3,0,0,3,1,0,7,2022
Cincinnati,Atlanta,3425,10/23/2022,Clete Blakeman,5,17,3,14,1,1,1,2,3,3,0,0,0,1,7,2022
Atlanta,Cincinnati,3425,10/23/2022,Clete Blakeman,3,22,0,0,2,7,1,15,2,0,2,0,1,1,7,2022
Dallas,Detroit,3426,10/23/2022,Adrian Hill,7,55,4,30,2,20,1,5,4,2,1,1,0,0,7,2022
Detroit,Dallas,3426,10/23/2022,Adrian Hill,8,59,4,35,3,19,1,5,2,1,0,1,1,0,7,2022
N.Y. Giants,Jacksonville,3427,10/23/2022,Tra Blake,8,67,2,19,5,47,1,1,1,0,0,1,2,0,7,2022
Jacksonville,N.Y. Giants,3427,10/23/2022,Tra Blake,13,81,5,40,7,36,1,5,6,2,3,1,0,0,7,2022
Tennessee,Indianapolis,3428,10/23/2022,Ron Torbert,2,15,1,5,0,0,1,10,1,1,0,0,2,0,7,2022
Indianapolis,Tennessee,3428,10/23/2022,Ron Torbert,4,28,1,5,3,23,0,0,2,1,1,0,1,0,7,2022
Washington,Green Bay,3429,10/23/2022,Clay Martin,7,54,1,5,4,36,2,13,1,1,0,0,2,0,7,2022
Green Bay,Washington,3429,10/23/2022,Clay Martin,9,69,4,34,3,25,2,10,2,1,0,1,2,0,7,2022
N.Y. Jets,Denver,3430,10/23/2022,Bill Vinovich,11,85,6,50,4,30,1,5,4,2,1,1,1,0,7,2022
Denver,N.Y. Jets,3430,10/23/2022,Bill Vinovich,4,34,2,10,2,24,0,0,3,2,1,0,0,0,7,2022
Las Vegas,Houston,3431,10/23/2022,John Hussey,5,44,2,15,0,0,3,29,1,1,0,0,0,0,7,2022
Houston,Las Vegas,3431,10/23/2022,John Hussey,3,14,1,4,2,10,0,0,3,1,2,0,0,0,7,2022
LA Chargers,Seattle,3432,10/23/2022,Land Clark,7,70,1,10,5,55,1,5,2,0,1,1,2,0,7,2022
Seattle,LA Chargers,3432,10/23/2022,Land Clark,7,68,4,36,2,17,1,15,2,1,1,0,0,0,7,2022
Kansas City,San Francisco,3433,10/23/2022,Alex Kemp,8,84,3,35,4,39,1,10,1,0,1,0,0,2,7,2022
San Francisco,Kansas City,3433,10/23/2022,Alex Kemp,10,80,6,50,1,5,3,25,4,2,1,1,4,2,7,2022
Miami,Pittsburgh,3434,10/23/2022,Scott Novak,5,30,3,15,1,5,1,10,3,3,0,0,0,0,7,2022
Pittsburgh,Miami,3434,10/23/2022,Scott Novak,5,40,5,40,0,0,0,0,1,1,0,0,0,0,7,2022
New England,Chicago,3435,10/24/2022,Brad Allen,4,30,3,25,1,5,0,0,1,1,0,0,0,2,7,2022
Chicago,New England,3435,10/24/2022,Brad Allen,4,35,2,10,1,15,1,10,2,2,0,0,0,2,7,2022
Baltimore,Tampa Bay,3436,10/27/2022,Carl Cheffers,7,101,3,40,4,61,0,0,0,0,0,0,2,0,8,2022
Tampa Bay,Baltimore,3436,10/27/2022,Carl Cheffers,4,35,2,15,1,15,1,5,2,1,0,1,0,0,8,2022
Denver,Jacksonville,3437,10/30/2022,Adrian Hill,12,81,3,20,7,51,2,10,5,2,2,1,0,0,8,2022
Jacksonville,Denver,3437,10/30/2022,Adrian Hill,5,54,4,39,0,0,1,15,1,1,0,0,1,0,8,2022
Atlanta,Carolina,3438,10/30/2022,Shawn Hochuli,7,64,2,10,1,15,4,39,3,2,0,1,0,1,8,2022
Carolina,Atlanta,3438,10/30/2022,Shawn Hochuli,9,74,7,54,0,0,2,20,2,2,0,0,1,1,8,2022
Dallas,Chicago,3439,10/30/2022,Brad Rogers,6,41,2,10,4,31,0,0,3,1,2,0,0,0,8,2022
Chicago,Dallas,3439,10/30/2022,Brad Rogers,6,45,6,45,0,0,0,0,2,2,0,0,1,0,8,2022
Miami,Detroit,3440,10/30/2022,Alex Kemp,7,55,2,15,4,30,1,10,3,1,2,0,9,0,8,2022
Detroit,Miami,3440,10/30/2022,Alex Kemp,6,30,4,25,2,5,0,0,4,3,1,0,2,0,8,2022
Arizona,Minnesota,3441,10/30/2022,Brad Allen,10,67,4,37,5,21,1,9,3,1,2,0,0,1,8,2022
Minnesota,Arizona,3441,10/30/2022,Brad Allen,10,86,2,24,6,53,2,9,2,0,2,0,2,1,8,2022
Las Vegas,New Orleans,3442,10/30/2022,Scott Novak,6,59,3,20,1,14,2,25,2,2,0,0,0,0,8,2022
New Orleans,Las Vegas,3442,10/30/2022,Scott Novak,5,27,2,10,2,10,1,7,2,2,0,0,0,0,8,2022
New England,N.Y. Jets,3443,10/30/2022,Shawn Smith,6,54,3,25,2,18,1,11,1,0,1,0,1,0,8,2022
N.Y. Jets,New England,3443,10/30/2022,Shawn Smith,4,41,2,13,2,28,0,0,1,1,0,0,0,0,8,2022
Pittsburgh,Philadelphia,3444,10/30/2022,Clete Blakeman,9,60,6,40,1,5,2,15,5,3,1,1,0,0,8,2022
Philadelphia,Pittsburgh,3444,10/30/2022,Clete Blakeman,8,60,4,35,3,24,1,1,3,1,1,1,0,0,8,2022
Houston,Tennessee,3445,10/30/2022,Clay Martin,6,45,3,25,0,0,3,20,1,1,0,0,1,0,8,2022
Tennessee,Houston,3445,10/30/2022,Clay Martin,6,35,5,30,1,5,0,0,4,4,0,0,1,0,8,2022
Washington,Indianapolis,3446,10/30/2022,Craig Wrolstad,3,52,0,0,2,44,1,8,0,0,0,0,0,0,8,2022
Indianapolis,Washington,3446,10/30/2022,Craig Wrolstad,3,25,3,25,0,0,0,0,1,1,0,0,0,0,8,2022
San Francisco,LA Rams,3447,10/30/2022,John Hussey,3,8,1,5,2,3,0,0,1,1,0,0,1,0,8,2022
LA Rams,San Francisco,3447,10/30/2022,John Hussey,4,50,1,15,3,35,0,0,1,0,1,0,0,0,8,2022
N.Y. Giants,Seattle,3448,10/30/2022,Jerome Boger,6,53,3,15,1,15,2,23,3,3,0,0,0,0,8,2022
Seattle,N.Y. Giants,3448,10/30/2022,Jerome Boger,3,25,2,20,1,5,0,0,2,1,1,0,0,0,8,2022
Buffalo,Green Bay,3449,10/30/2022,Ron Torbert,4,35,2,25,2,10,0,0,1,0,1,0,1,0,8,2022
Green Bay,Buffalo,3449,10/30/2022,Ron Torbert,8,58,2,15,5,35,1,8,3,1,2,0,0,0,8,2022
Cleveland,Cincinnati,3450,10/31/2022,Bill Vinovich,6,56,2,15,4,41,0,0,2,1,1,0,1,0,8,2022
Cincinnati,Cleveland,3450,10/31/2022,Bill Vinovich,2,6,0,0,1,5,1,1,0,0,0,0,0,0,8,2022
Philadelphia,Houston,3451,11/3/2022,Craig Wrolstad,4,31,1,5,2,18,1,8,0,0,0,0,0,0,9,2022
Houston,Philadelphia,3451,11/3/2022,Craig Wrolstad,4,28,2,15,1,8,1,5,2,1,0,1,1,0,9,2022
LA Chargers,Atlanta,3452,11/6/2022,John Hussey,5,45,4,35,0,0,1,10,1,1,0,0,1,0,9,2022
Atlanta,LA Chargers,3452,11/6/2022,John Hussey,2,15,1,10,0,0,1,5,1,0,0,1,1,0,9,2022
Miami,Chicago,3453,11/6/2022,Ron Torbert,3,38,2,10,1,28,0,0,0,0,0,0,1,1,9,2022
Chicago,Miami,3453,11/6/2022,Ron Torbert,4,92,1,10,3,82,0,0,0,0,0,0,0,1,9,2022
Cincinnati,Carolina,3454,11/6/2022,Alex Kemp,5,35,2,10,1,5,2,20,2,2,0,0,1,0,9,2022
Carolina,Cincinnati,3454,11/6/2022,Alex Kemp,7,50,2,10,2,10,3,30,4,2,2,0,5,0,9,2022
Detroit,Green Bay,3455,11/6/2022,Tra Blake,7,62,5,40,2,22,0,0,2,2,0,0,0,0,9,2022
Green Bay,Detroit,3455,11/6/2022,Tra Blake,8,81,3,30,4,50,1,1,0,0,0,0,0,0,9,2022
Las Vegas,Jacksonville,3456,11/6/2022,Bill Vinovich,5,45,2,20,0,0,3,25,2,0,0,2,2,0,9,2022
Jacksonville,Las Vegas,3456,11/6/2022,Bill Vinovich,4,30,1,10,0,0,3,20,1,0,0,1,1,0,9,2022
New England,Indianapolis,3457,11/6/2022,Clay Martin,4,35,1,10,2,20,1,5,2,0,1,1,2,0,9,2022
Indianapolis,New England,3457,11/6/2022,Clay Martin,2,15,1,10,1,5,0,0,1,0,1,0,0,0,9,2022
N.Y. Jets,Buffalo,3458,11/6/2022,Land Clark,3,30,1,5,0,0,2,25,1,1,0,0,0,0,9,2022
Buffalo,N.Y. Jets,3458,11/6/2022,Land Clark,3,30,1,10,2,20,0,0,1,0,1,0,0,0,9,2022
Washington,Minnesota,3459,11/6/2022,Jerome Boger,3,26,0,0,1,14,2,12,0,0,0,0,0,0,9,2022
Minnesota,Washington,3459,11/6/2022,Jerome Boger,5,42,1,5,4,37,0,0,2,1,1,0,0,0,9,2022
Arizona,Seattle,3460,11/6/2022,Carl Cheffers,12,77,6,30,4,27,2,20,8,5,3,0,1,0,9,2022
Seattle,Arizona,3460,11/6/2022,Carl Cheffers,6,34,3,20,2,9,1,5,4,2,1,1,0,0,9,2022
Tampa Bay,LA Rams,3461,11/6/2022,Shawn Hochuli,7,55,3,30,2,10,2,15,3,0,2,1,0,0,9,2022
LA Rams,Tampa Bay,3461,11/6/2022,Shawn Hochuli,4,53,1,5,2,38,1,10,1,1,0,0,2,0,9,2022
Kansas City,Tennessee,3462,11/6/2022,Clete Blakeman,10,69,5,39,1,4,4,26,2,1,1,0,1,1,9,2022
Tennessee,Kansas City,3462,11/6/2022,Clete Blakeman,8,51,4,30,3,11,1,10,2,1,1,0,2,2,9,2022
New Orleans,Baltimore,3463,11/7/2022,Brad Rogers,5,40,3,20,2,20,0,0,2,2,0,0,0,0,9,2022
Baltimore,New Orleans,3463,11/7/2022,Brad Rogers,5,31,3,20,2,11,0,0,2,1,1,0,0,0,9,2022
Atlanta,Carolina,3464,11/10/2022,Adrian Hill,4,37,2,22,1,5,1,10,0,0,0,0,2,0,10,2022
Carolina,Atlanta,3464,11/10/2022,Adrian Hill,10,89,6,43,4,46,0,0,3,3,0,0,2,0,10,2022
Seattle,Tampa Bay,3465,11/13/2022,John Hussey,6,46,3,33,1,3,2,10,3,1,0,2,0,0,10,2022
Tampa Bay,Seattle,3465,11/13/2022,John Hussey,4,40,2,20,2,20,0,0,0,0,0,0,0,0,10,2022
Minnesota,Buffalo,3466,11/13/2022,Craig Wrolstad,7,64,3,25,3,34,1,5,2,1,1,0,0,0,10,2022
Buffalo,Minnesota,3466,11/13/2022,Craig Wrolstad,7,64,3,25,3,34,1,5,3,1,1,1,1,0,10,2022
Chicago,Detroit,3467,11/13/2022,Land Clark,9,86,4,45,4,31,1,10,0,0,0,0,1,0,10,2022
Detroit,Chicago,3467,11/13/2022,Land Clark,2,15,1,10,1,5,0,0,0,0,0,0,0,0,10,2022
Jacksonville,Kansas City,3468,11/13/2022,Brad Rogers,5,30,3,20,2,10,0,0,0,0,0,0,1,0,10,2022
Miami,Cleveland,3469,11/13/2022,Shawn Hochuli,5,43,2,20,3,23,0,0,2,1,1,0,0,0,10,2022
Cleveland,Miami,3469,11/13/2022,Shawn Hochuli,6,52,4,32,2,20,0,0,1,0,1,0,2,0,10,2022
N.Y. Giants,Houston,3470,11/13/2022,Bill Vinovich,5,24,3,11,2,13,0,0,4,3,1,0,0,1,10,2022
