Game_ID,Away_Team,Home_Team,Date,Ref_Crew,Accepted_Count,Yards,Away_Count,Away_Yards,Home_Count,Home_Yards,Total_Flags,Week,Year
1788,New Orleans,Atlanta,1/3/2016,Craig Wrolstad,8,77,4,45,4,32,10,17,2015
1789,Tampa Bay,Carolina,1/3/2016,Jerome Boger,12,98,5,65,7,33,14,17,2015
1790,San Diego,Denver,1/3/2016,Ron Torbert,13,80,7,45,6,35,15,17,2015
1791,Seattle,Arizona,1/3/2016,Brad Allen,12,113,6,70,6,43,12,17,2015
1792,St. Louis,San Francisco,1/3/2016,Walt Coleman,18,165,11,105,7,60,22,17,2015
1793,Carolina,Denver,9/8/2016,Gene Steratore,12,107,8,85,4,22,17,1,2016
1794,Tampa Bay,Atlanta,9/11/2016,Jeff Triplette,13,122,6,48,7,74,17,1,2016
1795,Buffalo,Baltimore,9/11/2016,Brad Allen,14,124,8,89,6,35,16,1,2016
1796,Chicago,Houston,9/11/2016,Pete Morelli,10,99,4,30,6,69,13,1,2016
1797,Green Bay,Jacksonville,9/11/2016,Carl Cheffers,14,103,5,24,9,79,17,1,2016
1798,San Diego,Kansas City,9/11/2016,Jerome Boger,11,76,5,30,6,46,18,1,2016
1799,Oakland,New Orleans,9/11/2016,John Parry,21,194,14,141,7,53,23,1,2016
1800,Cincinnati,N.Y. Jets,9/11/2016,Clete Blakeman,12,139,5,44,7,95,14,1,2016
1801,Cleveland,Philadelphia,9/11/2016,Walt Anderson,11,61,4,15,7,46,12,1,2016
1802,Minnesota,Tennessee,9/11/2016,Walt Coleman,5,49,3,39,2,10,8,1,2016
1803,Miami,Seattle,9/11/2016,John Hussey,12,109,4,40,8,69,13,1,2016
1804,N.Y. Giants,Dallas,9/11/2016,Ron Torbert,10,90,4,40,6,50,13,1,2016
1805,Detroit,Indianapolis,9/11/2016,Ed Hochuli,13,115,8,70,5,45,15,1,2016
1806,New England,Arizona,9/11/2016,Tony Corrente,14,127,8,69,6,58,19,1,2016
1807,Pittsburgh,Washington,9/12/2016,Craig Wrolstad,13,136,4,81,9,55,14,1,2016
1808,LA Rams,San Francisco,9/12/2016,Bill Vinovich,12,112,10,102,2,10,12,1,2016
1809,N.Y. Jets,Buffalo,9/15/2016,Ed Hochuli,13,109,7,50,6,59,14,2,2016
1810,San Francisco,Carolina,9/18/2016,John Parry,14,100,6,50,8,50,18,2,2016
1811,Baltimore,Cleveland,9/18/2016,John Hussey,12,88,4,29,8,59,14,2,2016
1812,Tennessee,Detroit,9/18/2016,Brad Allen,29,221,12,83,17,138,31,2,2016
1813,Kansas City,Houston,9/18/2016,Tony Corrente,14,121,9,77,5,44,17,2,2016
1814,Miami,New England,9/18/2016,Craig Wrolstad,12,114,5,49,7,65,12,2,2016
1815,New Orleans,N.Y. Giants,9/18/2016,Gene Steratore,10,101,7,76,3,25,14,2,2016
1816,Cincinnati,Pittsburgh,9/18/2016,Pete Morelli,10,85,5,31,5,54,13,2,2016
1817,Dallas,Washington,9/18/2016,Bill Vinovich,14,90,6,39,8,51,16,2,2016
1818,Tampa Bay,Arizona,9/18/2016,Ron Torbert,8,69,5,39,3,30,11,2,2016
1819,Seattle,LA Rams,9/18/2016,Jerome Boger,19,192,10,114,9,78,24,2,2016
1820,Indianapolis,Denver,9/18/2016,Walt Coleman,16,148,8,94,8,54,16,2,2016
1821,Atlanta,Oakland,9/18/2016,Clete Blakeman,16,131,7,73,9,58,17,2,2016
1822,Jacksonville,San Diego,9/18/2016,Carl Cheffers,16,116,13,93,3,23,17,2,2016
1823,Green Bay,Minnesota,9/18/2016,Walt Anderson,19,209,6,72,13,137,21,2,2016
1824,Philadelphia,Chicago,9/19/2016,Jeff Triplette,12,94,5,34,7,60,14,2,2016
1825,Houston,New England,9/22/2016,Walt Coleman,9,58,6,43,3,15,10,3,2016
1826,Arizona,Buffalo,9/25/2016,Walt Anderson,17,125,8,50,9,75,21,3,2016
1827,Minnesota,Carolina,9/25/2016,Jerome Boger,16,107,6,42,10,65,20,3,2016
1828,Denver,Cincinnati,9/25/2016,John Parry,14,110,5,41,9,69,20,3,2016
1829,Detroit,Green Bay,9/25/2016,Carl Cheffers,8,131,4,86,4,45,10,3,2016
1830,Baltimore,Jacksonville,9/25/2016,Gene Steratore,15,133,8,58,7,75,19,3,2016
1831,Cleveland,Miami,9/25/2016,Clete Blakeman,21,158,13,91,8,67,23,3,2016
1832,Washington,N.Y. Giants,9/25/2016,John Hussey,19,198,8,70,11,128,26,3,2016
1833,Oakland,Tennessee,9/25/2016,Tony Corrente,16,128,8,58,8,70,18,3,2016
1834,San Francisco,Seattle,9/25/2016,Jeff Triplette,10,85,4,35,6,50,12,3,2016
1835,LA Rams,Tampa Bay,9/25/2016,Ed Hochuli,17,149,8,69,9,80,18,3,2016
1836,Pittsburgh,Philadelphia,9/25/2016,Brad Allen,17,176,7,77,10,99,20,3,2016
1837,San Diego,Indianapolis,9/25/2016,Ron Torbert,21,146,10,80,11,66,22,3,2016
1838,N.Y. Jets,Kansas City,9/25/2016,Bill Vinovich,8,74,3,15,5,59,8,3,2016
1839,Chicago,Dallas,9/25/2016,Craig Wrolstad,10,90,6,45,4,45,12,3,2016
1840,Atlanta,New Orleans,9/26/2016,Pete Morelli,9,110,4,35,5,75,9,3,2016
1841,Miami,Cincinnati,9/29/2016,Bill Vinovich,13,108,7,68,6,40,14,4,2016
1842,Indianapolis,Jacksonville,10/2/2016,Walt Anderson,18,223,7,78,11,145,22,4,2016
1843,Carolina,Atlanta,10/2/2016,John Hussey,14,132,6,55,8,77,18,4,2016
1844,Oakland,Baltimore,10/2/2016,Ed Hochuli,22,198,12,93,10,105,25,4,2016
1845,Detroit,Chicago,10/2/2016,Tony Corrente,18,131,10,76,8,55,22,4,2016
1846,Tennessee,Houston,10/2/2016,Clete Blakeman,17,152,11,93,6,59,19,4,2016
1847,Buffalo,New England,10/2/2016,Pete Morelli,15,134,6,60,9,74,24,4,2016
1848,Seattle,N.Y. Jets,10/2/2016,Carl Cheffers,14,131,7,71,7,60,16,4,2016
1849,Cleveland,Washington,10/2/2016,Jeff Triplette,16,176,7,101,9,75,22,4,2016
1850,Denver,Tampa Bay,10/2/2016,Jerome Boger,18,157,9,88,9,69,19,4,2016
1851,LA Rams,Arizona,10/2/2016,Gene Steratore,15,129,9,84,6,45,18,4,2016
1852,New Orleans,San Diego,10/2/2016,Walt Coleman,11,80,6,34,5,46,13,4,2016
1853,Dallas,San Francisco,10/2/2016,Terry McAulay,11,77,6,45,5,32,11,4,2016
1854,Kansas City,Pittsburgh,10/2/2016,Ron Torbert,16,108,7,40,9,68,17,4,2016
1855,N.Y. Giants,Minnesota,10/3/2016,Brad Allen,14,106,8,69,6,37,15,4,2016
1856,Arizona,San Francisco,10/6/2016,Carl Cheffers,11,84,7,50,4,34,15,5,2016
1857,Washington,Baltimore,10/9/2016,Ron Torbert,13,111,4,46,9,65,14,5,2016
1858,New England,Cleveland,10/9/2016,Bill Vinovich,10,96,5,61,5,35,13,5,2016
1859,Philadelphia,Detroit,10/9/2016,Pete Morelli,16,129,14,111,2,18,17,5,2016
1860,Chicago,Indianapolis,10/9/2016,John Hussey,19,148,10,80,9,68,20,5,2016
1861,Tennessee,Miami,10/9/2016,Craig Wrolstad,13,123,5,40,8,83,16,5,2016
1862,Houston,Minnesota,10/9/2016,Jeff Triplette,13,112,4,15,9,97,14,5,2016
1863,N.Y. Jets,Pittsburgh,10/9/2016,John Parry,5,28,4,18,1,10,10,5,2016
1864,Atlanta,Denver,10/9/2016,Terry McAulay,15,135,7,78,8,57,17,5,2016
1865,Cincinnati,Dallas,10/9/2016,Tony Corrente,13,94,6,49,7,45,13,5,2016
1866,Buffalo,LA Rams,10/9/2016,Walt Coleman,13,100,7,60,6,40,14,5,2016
1867,San Diego,Oakland,10/9/2016,Gene Steratore,10,74,4,38,6,36,11,5,2016
1868,N.Y. Giants,Green Bay,10/9/2016,Ed Hochuli,12,108,6,51,6,57,18,5,2016
1869,Tampa Bay,Carolina,10/10/2016,Clete Blakeman,12,100,5,40,7,60,13,5,2016
1870,Denver,San Diego,10/13/2016,Craig Wrolstad,15,123,12,103,3,20,16,6,2016
1871,San Francisco,Buffalo,10/16/2016,Gene Steratore,13,123,6,52,7,71,14,6,2016
1872,Jacksonville,Chicago,10/16/2016,Clete Blakeman,15,137,5,50,10,87,18,6,2016
1873,LA Rams,Detroit,10/16/2016,John Hussey,15,124,8,62,7,62,19,6,2016
1874,Pittsburgh,Miami,10/16/2016,Ed Hochuli,14,160,6,65,8,95,18,6,2016
1875,Cincinnati,New England,10/16/2016,Ron Torbert,13,101,7,46,6,55,13,6,2016
1876,Carolina,New Orleans,10/16/2016,Walt Anderson,15,177,5,51,10,126,19,6,2016
1877,Baltimore,N.Y. Giants,10/16/2016,Jeff Triplette,22,230,15,111,7,119,23,6,2016
1878,Cleveland,Tennessee,10/16/2016,Carl Cheffers,18,165,11,69,7,96,20,6,2016
1879,Philadelphia,Washington,10/16/2016,John Parry,22,189,13,114,9,75,23,6,2016
1880,Kansas City,Oakland,10/16/2016,Pete Morelli,5,35,2,10,3,25,9,6,2016
1881,Dallas,Green Bay,10/16/2016,Brad Allen,12,83,7,60,5,23,12,6,2016
1882,Atlanta,Seattle,10/16/2016,Tony Corrente,11,96,8,66,3,30,11,6,2016
1883,Indianapolis,Houston,10/16/2016,Bill Vinovich,14,101,7,42,7,59,16,6,2016
1884,N.Y. Jets,Arizona,10/17/2016,Jerome Boger,19,147,10,83,9,64,23,6,2016
1885,Chicago,Green Bay,10/20/2016,John Parry,19,164,10,108,9,56,21,7,2016
1886,N.Y. Giants,LA Rams,10/23/2016,Ron Torbert,11,76,3,33,8,43,16,7,2016
1887,Cleveland,Cincinnati,10/23/2016,Ed Hochuli,8,65,5,35,3,30,9,7,2016
1888,Washington,Detroit,10/23/2016,Walt Coleman,8,50,4,20,4,30,9,7,2016
1889,Oakland,Jacksonville,10/23/2016,Jeff Triplette,24,239,11,117,13,122,35,7,2016
1890,New Orleans,Kansas City,10/23/2016,Clete Blakeman,14,105,10,75,4,30,17,7,2016
1891,Buffalo,Miami,10/23/2016,Brad Allen,19,161,6,45,13,116,25,7,2016
1892,Baltimore,N.Y. Jets,10/23/2016,Walt Anderson,8,60,4,35,4,25,8,7,2016
1893,Minnesota,Philadelphia,10/23/2016,John Hussey,14,109,7,56,7,53,18,7,2016
1894,Indianapolis,Tennessee,10/23/2016,Jerome Boger,18,169,12,131,6,38,18,7,2016
1895,San Diego,Atlanta,10/23/2016,Bill Vinovich,12,84,3,14,9,70,14,7,2016
1896,Tampa Bay,San Francisco,10/23/2016,Pete Morelli,11,109,7,78,4,31,14,7,2016
1897,New England,Pittsburgh,10/23/2016,Craig Wrolstad,14,125,4,40,10,85,17,7,2016
1898,Seattle,Arizona,10/23/2016,Terry McAulay,16,135,10,90,6,45,24,7,2016
1899,Houston,Denver,10/24/2016,Carl Cheffers,9,98,2,15,7,83,12,7,2016
1900,Jacksonville,Tennessee,10/27/2016,John Hussey,14,129,7,75,7,54,15,8,2016
1901,Washington,Cincinnati,10/30/2016,Carl Cheffers,22,191,15,106,7,85,28,8,2016
1902,Green Bay,Atlanta,10/30/2016,Walt Anderson,13,114,6,68,7,46,17,8,2016
1903,New England,Buffalo,10/30/2016,John Parry,22,200,10,116,12,84,23,8,2016
1904,N.Y. Jets,Cleveland,10/30/2016,Pete Morelli,7,47,5,37,2,10,8,8,2016
1905,Detroit,Houston,10/30/2016,Brad Allen,14,124,8,75,6,49,16,8,2016
1906,Kansas City,Indianapolis,10/30/2016,Craig Wrolstad,11,85,6,40,5,45,12,8,2016
1907,Seattle,New Orleans,10/30/2016,Ed Hochuli,13,86,11,76,2,10,14,8,2016
1908,Oakland,Tampa Bay,10/30/2016,Terry McAulay,29,264,23,200,6,64,34,8,2016
1909,San Diego,Denver,10/30/2016,Tony Corrente,14,97,8,52,6,45,20,8,2016
1910,Arizona,Carolina,10/30/2016,Walt Coleman,15,128,10,88,5,40,20,8,2016
1911,Philadelphia,Dallas,10/30/2016,Jerome Boger,16,124,5,40,11,84,18,8,2016
1912,Minnesota,Chicago,10/31/2016,Gene Steratore,3,30,1,10,2,20,5,8,2016
1913,Atlanta,Tampa Bay,11/3/2016,Ron Torbert,17,119,6,34,11,85,21,9,2016
1914,Denver,Oakland,11/6/2016,Clete Blakeman,20,176,12,104,8,72,22,9,2016
1915,Pittsburgh,Baltimore,11/6/2016,John Hussey,23,193,13,99,10,94,25,9,2016
1916,Dallas,Cleveland,11/6/2016,Jeff Triplette,9,71,4,38,5,33,14,9,2016
1917,Jacksonville,Kansas City,11/6/2016,Gene Steratore,13,121,5,46,8,75,15,9,2016
1918,N.Y. Jets,Miami,11/6/2016,Walt Coleman,18,163,10,77,8,86,25,9,2016
1919,Detroit,Minnesota,11/6/2016,Ed Hochuli,14,111,6,57,8,54,14,9,2016
1920,Philadelphia,N.Y. Giants,11/6/2016,Bill Vinovich,9,73,4,43,5,30,12,9,2016
1921,Carolina,LA Rams,11/6/2016,Terry McAulay,15,144,5,35,10,109,17,9,2016
1922,New Orleans,San Francisco,11/6/2016,Jerome Boger,13,118,4,40,9,78,15,9,2016
1923,Indianapolis,Green Bay,11/6/2016,Tony Corrente,8,60,4,35,4,25,13,9,2016
1924,Tennessee,San Diego,11/6/2016,Brad Allen,22,164,8,57,14,107,25,9,2016
1925,Buffalo,Seattle,11/7/2016,Walt Anderson,21,190,11,115,10,75,23,9,2016
1926,Cleveland,Baltimore,11/10/2016,Jerome Boger,9,96,3,35,6,61,12,10,2016
1927,Kansas City,Carolina,11/13/2016,Carl Cheffers,15,98,9,45,6,53,15,10,2016
1928,Houston,Jacksonville,11/13/2016,Ron Torbert,8,137,4,89,4,48,14,10,2016
1929,Denver,New Orleans,11/13/2016,Bill Vinovich,4,35,1,10,3,25,6,10,2016
1930,LA Rams,N.Y. Jets,11/13/2016,Ed Hochuli,11,86,7,55,4,31,13,10,2016
1931,Atlanta,Philadelphia,11/13/2016,Craig Wrolstad,18,144,8,67,10,77,18,10,2016
1932,Chicago,Tampa Bay,11/13/2016,Walt Coleman,18,159,9,74,9,85,19,10,2016
1933,Green Bay,Tennessee,11/13/2016,Jeff Triplette,19,172,12,107,7,65,26,10,2016
1934,Minnesota,Washington,11/13/2016,Pete Morelli,8,70,4,35,4,35,9,10,2016
1935,Miami,San Diego,11/13/2016,Terry McAulay,15,110,11,81,4,29,20,10,2016
1936,San Francisco,Arizona,11/13/2016,Brad Allen,11,110,9,100,2,10,14,10,2016
1937,Dallas,Pittsburgh,11/13/2016,Clete Blakeman,14,138,10,98,4,40,18,10,2016
1938,Seattle,New England,11/13/2016,Gene Steratore,15,121,8,60,7,61,16,10,2016
1939,Cincinnati,N.Y. Giants,11/14/2016,John Parry,11,75,9,60,2,15,12,10,2016
1940,New Orleans,Carolina,11/17/2016,Pete Morelli,12,93,6,48,6,45,14,11,2016
1941,Buffalo,Cincinnati,11/20/2016,Terry McAulay,13,100,9,75,4,25,19,11,2016
1942,Pittsburgh,Cleveland,11/20/2016,Brad Allen,17,122,8,70,9,52,17,11,2016
1943,Baltimore,Dallas,11/20/2016,John Parry,17,181,12,136,5,45,17,11,2016
1944,Jacksonville,Detroit,11/20/2016,Bill Vinovich,9,57,4,25,5,32,11,11,2016
1945,Tennessee,Indianapolis,11/20/2016,Walt Anderson,19,179,11,109,8,70,21,11,2016
1946,Tampa Bay,Kansas City,11/20/2016,Ed Hochuli,12,72,7,42,5,30,12,11,2016
1947,Arizona,Minnesota,11/20/2016,Clete Blakeman,18,169,8,96,10,73,19,11,2016
1948,Chicago,N.Y. Giants,11/20/2016,Craig Wrolstad,9,75,5,40,4,35,9,11,2016
1949,Miami,LA Rams,11/20/2016,Gene Steratore,16,152,8,82,8,70,24,11,2016
1950,New England,San Francisco,11/20/2016,Jeff Triplette,15,108,5,40,10,68,16,11,2016
1951,Philadelphia,Seattle,11/20/2016,Carl Cheffers,15,96,8,48,7,48,19,11,2016
1952,Green Bay,Washington,11/20/2016,John Hussey,12,99,6,59,6,40,15,11,2016
1953,Houston,Oakland,11/21/2016,Tony Corrente,11,122,7,101,4,21,15,11,2016
1954,Minnesota,Detroit,11/24/2016,Carl Cheffers,9,56,5,40,4,16,10,12,2016
1955,Washington,Dallas,11/24/2016,Craig Wrolstad,6,55,3,30,3,25,9,12,2016
1956,Pittsburgh,Indianapolis,11/24/2016,Walt Coleman,9,77,7,67,2,10,11,12,2016
1957,Arizona,Atlanta,11/27/2016,John Parry,12,83,8,60,4,23,12,12,2016
1958,Cincinnati,Baltimore,11/27/2016,Clete Blakeman,10,84,2,15,8,69,13,12,2016
1959,Jacksonville,Buffalo,11/27/2016,Tony Corrente,12,91,6,60,6,31,12,12,2016
1960,Tennessee,Chicago,11/27/2016,Ed Hochuli,13,166,6,118,7,48,13,12,2016
1961,N.Y. Giants,Cleveland,11/27/2016,Walt Anderson,14,135,9,100,5,35,15,12,2016
1962,San Diego,Houston,11/27/2016,Jeff Triplette,19,136,10,78,9,58,23,12,2016
1963,San Francisco,Miami,11/27/2016,Ron Torbert,11,107,7,65,4,42,14,12,2016
1964,LA Rams,New Orleans,11/27/2016,John Hussey,12,107,6,62,6,45,17,12,2016
1965,Seattle,Tampa Bay,11/27/2016,Bill Vinovich,9,95,2,27,7,68,11,12,2016
1966,Kansas City,Denver,11/27/2016,Pete Morelli,24,168,9,71,15,97,26,12,2016
1967,Carolina,Oakland,11/27/2016,Jerome Boger,14,113,7,67,7,46,17,12,2016
1968,New England,N.Y. Jets,11/27/2016,Brad Allen,8,81,2,15,6,66,10,12,2016
1969,Green Bay,Philadelphia,11/28/2016,Terry McAulay,14,93,7,51,7,42,16,12,2016
1970,Dallas,Minnesota,12/1/2016,Tony Corrente,18,135,10,78,8,57,20,13,2016
1971,Kansas City,Atlanta,12/4/2016,Walt Coleman,18,158,13,128,5,30,21,13,2016
1972,Miami,Baltimore,12/4/2016,Carl Cheffers,14,125,7,57,7,68,16,13,2016
1973,San Francisco,Chicago,12/4/2016,Pete Morelli,16,146,11,106,5,40,17,13,2016
1974,Philadelphia,Cincinnati,12/4/2016,Jeff Triplette,13,111,10,88,3,23,13,13,2016
1975,Houston,Green Bay,12/4/2016,Gene Steratore,7,42,3,12,4,30,7,13,2016
1976,Denver,Jacksonville,12/4/2016,Craig Wrolstad,10,97,4,32,6,65,10,13,2016
1977,LA Rams,New England,12/4/2016,Jerome Boger,12,76,4,30,8,46,14,13,2016
1978,Detroit,New Orleans,12/4/2016,Clete Blakeman,16,122,6,39,10,83,20,13,2016
1979,Buffalo,Oakland,12/4/2016,Bill Vinovich,15,138,8,73,7,65,15,13,2016
1980,Washington,Arizona,12/4/2016,Walt Anderson,13,86,7,35,6,51,13,13,2016
1981,N.Y. Giants,Pittsburgh,12/4/2016,Terry McAulay,16,139,4,24,12,115,19,13,2016
1982,Tampa Bay,San Diego,12/4/2016,John Hussey,12,80,6,35,6,45,14,13,2016
1983,Carolina,Seattle,12/4/2016,John Parry,12,100,6,63,6,37,16,13,2016
1984,Indianapolis,N.Y. Jets,12/5/2016,Ron Torbert,9,118,3,28,6,90,9,13,2016
1985,Oakland,Kansas City,12/8/2016,Terry McAulay,19,155,10,82,9,73,21,14,2016
1986,Pittsburgh,Buffalo,12/11/2016,Pete Morelli,13,91,6,45,7,46,15,14,2016
1987,San Diego,Carolina,12/11/2016,Ron Torbert,12,67,7,32,5,35,16,14,2016
1988,Cincinnati,Cleveland,12/11/2016,Gene Steratore,11,77,6,43,5,34,13,14,2016
1989,Chicago,Detroit,12/11/2016,Jeff Triplette,18,194,11,139,7,55,22,14,2016
1990,Houston,Indianapolis,12/11/2016,Brad Allen,16,183,7,124,9,59,19,14,2016
1991,Minnesota,Jacksonville,12/11/2016,John Hussey,21,207,7,93,14,114,24,14,2016
1992,Arizona,Miami,12/11/2016,Jerome Boger,21,172,7,54,14,118,23,14,2016
1993,Washington,Philadelphia,12/11/2016,Tony Corrente,10,140,5,86,5,54,10,14,2016
1994,New Orleans,Tampa Bay,12/11/2016,Walt Anderson,20,169,13,104,7,65,23,14,2016
1995,Denver,Tennessee,12/11/2016,John Parry,14,142,9,87,5,55,15,14,2016
1996,N.Y. Jets,San Francisco,12/11/2016,Craig Wrolstad,12,81,9,56,3,25,16,14,2016
1997,Seattle,Green Bay,12/11/2016,Walt Coleman,12,113,7,63,5,50,14,14,2016
1998,Atlanta,LA Rams,12/11/2016,Clete Blakeman,16,145,5,40,11,105,19,14,2016
1999,Dallas,N.Y. Giants,12/11/2016,Carl Cheffers,12,104,5,54,7,50,13,14,2016
2000,Baltimore,New England,12/12/2016,Ed Hochuli,13,95,8,47,5,48,13,14,2016
2001,LA Rams,Seattle,12/15/2016,Brad Allen,21,162,8,76,13,86,22,15,2016
2002,Miami,N.Y. Jets,12/17/2016,Pete Morelli,12,112,9,70,3,42,14,15,2016
2003,Philadelphia,Baltimore,12/18/2016,Craig Wrolstad,10,92,3,30,7,62,12,15,2016
2004,Cleveland,Buffalo,12/18/2016,Clete Blakeman,9,93,4,51,5,42,11,15,2016
2005,Green Bay,Chicago,12/18/2016,Ron Torbert,14,104,8,64,6,40,15,15,2016
2006,Tampa Bay,Dallas,12/18/2016,Terry McAulay,11,126,3,35,8,91,11,15,2016
2007,Jacksonville,Houston,12/18/2016,Ed Hochuli,18,162,12,91,6,71,21,15,2016
2008,Tennessee,Kansas City,12/18/2016,John Hussey,7,65,2,25,5,40,11,15,2016
2009,Indianapolis,Minnesota,12/18/2016,Jerome Boger,11,82,5,55,6,27,12,15,2016
2010,Detroit,N.Y. Giants,12/18/2016,Tony Corrente,7,61,2,15,5,46,9,15,2016
2011,New Orleans,Arizona,12/18/2016,Carl Cheffers,12,98,5,46,7,52,14,15,2016
2012,San Francisco,Atlanta,12/18/2016,Gene Steratore,8,47,4,20,4,27,8,15,2016
2013,New England,Denver,12/18/2016,Walt Anderson,9,79,4,30,5,49,15,15,2016
2014,Oakland,San Diego,12/18/2016,John Parry,8,59,2,15,6,44,8,15,2016
2015,Pittsburgh,Cincinnati,12/18/2016,Bill Vinovich,15,190,7,104,8,86,16,15,2016
2016,Carolina,Washington,12/19/2016,Walt Coleman,13,132,6,62,7,70,15,15,2016
2017,N.Y. Giants,Philadelphia,12/22/2016,Clete Blakeman,6,55,5,50,1,5,7,16,2016
2018,Miami,Buffalo,12/24/2016,Craig Wrolstad,7,50,2,15,5,35,7,16,2016
2019,Atlanta,Carolina,12/24/2016,Bill Vinovich,10,69,6,45,4,24,10,16,2016
2020,Washington,Chicago,12/24/2016,Brad Allen,11,125,7,73,4,52,15,16,2016
2021,San Diego,Cleveland,12/24/2016,Walt Coleman,13,136,9,92,4,44,15,16,2016
2022,Minnesota,Green Bay,12/24/2016,Jeff Triplette,11,91,8,70,3,21,12,16,2016
2023,Tennessee,Jacksonville,12/24/2016,Pete Morelli,10,94,6,49,4,45,11,16,2016
2024,N.Y. Jets,New England,12/24/2016,Gene Steratore,9,97,6,77,3,20,10,16,2016
2025,Indianapolis,Oakland,12/24/2016,Ed Hochuli,14,115,4,22,10,93,17,16,2016
2026,San Francisco,LA Rams,12/24/2016,Walt Anderson,16,145,11,100,5,45,20,16,2016
2027,Arizona,Seattle,12/24/2016,Ron Torbert,12,125,7,85,5,40,15,16,2016
2028,Cincinnati,Houston,12/24/2016,Carl Cheffers,9,85,6,60,3,25,13,16,2016
2029,Baltimore,Pittsburgh,12/25/2016,John Parry,11,140,7,95,4,45,14,16,2016
2030,Denver,Kansas City,12/25/2016,Tony Corrente,17,135,9,70,8,65,21,16,2016
2031,Detroit,Dallas,12/26/2016,John Hussey,13,109,5,62,8,47,17,16,2016
2032,New Orleans,Atlanta,1/1/2017,Ron Torbert,15,133,6,70,9,63,15,17,2016
2033,Baltimore,Cincinnati,1/1/2017,Pete Morelli,6,61,4,41,2,20,9,17,2016
2034,Green Bay,Detroit,1/1/2017,Jerome Boger,15,105,10,75,5,30,20,17,2016
2035,Jacksonville,Indianapolis,1/1/2017,Clete Blakeman,12,89,8,54,4,35,12,17,2016
2036,New England,Miami,1/1/2017,John Parry,16,137,7,64,9,73,18,17,2016
2037,Chicago,Minnesota,1/1/2017,Terry McAulay,8,64,6,49,2,15,10,17,2016
2038,Buffalo,N.Y. Jets,1/1/2017,Jeff Triplette,2,15,0,0,2,15,4,17,2016
2039,Dallas,Philadelphia,1/1/2017,Walt Coleman,9,96,5,35,4,61,11,17,2016
2040,Cleveland,Pittsburgh,1/1/2017,John Hussey,14,80,5,37,9,43,15,17,2016
2041,Carolina,Tampa Bay,1/1/2017,Carl Cheffers,9,75,4,45,5,30,10,17,2016
2042,Houston,Tennessee,1/1/2017,Bill Vinovich,13,85,6,35,7,50,14,17,2016
2043,N.Y. Giants,Washington,1/1/2017,Gene Steratore,10,84,5,42,5,42,11,17,2016
2044,Oakland,Denver,1/1/2017,Brad Allen,18,168,13,125,5,43,19,17,2016
2045,Arizona,LA Rams,1/1/2017,Craig Wrolstad,13,112,4,51,9,61,16,17,2016
2046,Kansas City,San Diego,1/1/2017,Walt Anderson,14,69,4,19,10,50,16,17,2016
2047,Seattle,San Francisco,1/1/2017,Tony Corrente,8,59,4,34,4,25,8,17,2016
2048,Kansas City,New England,9/7/2017,Bill Vinovich,21,194,15,139,6,55,26,1,2017
2049,N.Y. Jets,Buffalo,9/10/2017,John Hussey,11,112,5,62,6,50,14,1,2017
2050,Atlanta,Chicago,9/10/2017,Jeff Triplette,12,113,8,73,4,40,12,1,2017
2051,Baltimore,Cincinnati,9/10/2017,Walt Coleman,20,151,11,85,9,66,22,1,2017
2052,Pittsburgh,Cleveland,9/10/2017,Craig Wrolstad,17,205,13,144,4,61,17,1,2017
2053,Arizona,Detroit,9/10/2017,Walt Anderson,17,155,7,55,10,100,25,1,2017
2054,Jacksonville,Houston,9/10/2017,Tony Corrente,19,183,10,89,9,94,19,1,2017
2055,Oakland,Tennessee,9/10/2017,Jerome Boger,10,98,5,49,5,49,10,1,2017
2056,Philadelphia,Washington,9/10/2017,Brad Allen,10,91,8,76,2,15,12,1,2017
2057,Indianapolis,LA Rams,9/10/2017,Ron Torbert,11,70,4,20,7,50,16,1,2017
2058,Seattle,Green Bay,9/10/2017,John Parry,16,120,8,50,8,70,24,1,2017
2059,Carolina,San Francisco,9/10/2017,Clete Blakeman,15,114,5,40,10,74,17,1,2017
2060,N.Y. Giants,Dallas,9/10/2017,Carl Cheffers,11,105,6,55,5,50,12,1,2017
2061,New Orleans,Minnesota,9/11/2017,Gene Steratore,11,102,6,52,5,50,15,1,2017
2062,LA Chargers,Denver,9/11/2017,Terry McAulay,7,102,4,40,3,62,9,1,2017
2063,Houston,Cincinnati,9/14/2017,Clete Blakeman,16,106,9,61,7,45,18,2,2017
2064,Cleveland,Baltimore,9/17/2017,Gene Steratore,18,110,11,65,7,45,20,2,2017
2065,Buffalo,Carolina,9/17/2017,Walt Coleman,11,84,5,44,6,40,12,2,2017
2066,Arizona,Indianapolis,9/17/2017,Carl Cheffers,14,111,6,41,8,70,19,2,2017
2067,Tennessee,Jacksonville,9/17/2017,Ed Hochuli,17,169,7,70,10,99,18,2,2017
2068,Philadelphia,Kansas City,9/17/2017,Terry McAulay,9,70,4,30,5,40,13,2,2017
2069,New England,New Orleans,9/17/2017,Craig Wrolstad,14,101,9,66,5,35,15,2,2017
2070,Minnesota,Pittsburgh,9/17/2017,Pete Morelli,21,203,11,131,10,72,25,2,2017
2071,Chicago,Tampa Bay,9/17/2017,Ron Torbert,12,93,8,59,4,34,13,2,2017
2072,Miami,LA Chargers,9/17/2017,Tony Corrente,11,79,5,23,6,56,14,2,2017
