Game_ID,Away_Team,Home_Team,Date,Ref_Crew,Accepted_Count,Yards,Away_Count,Away_Yards,Home_Count,Home_Yards,Total_Flags,Week,Year
852,St. Louis,Miami,10/14/2012,Gene Steratore,17,134,12,94,5,40,18,6,2012
853,Dallas,Baltimore,10/14/2012,Mike Carey,23,158,13,82,10,76,25,6,2012
854,Buffalo,Arizona,10/14/2012,Al Riveron,12,106,5,39,7,67,13,6,2012
855,New England,Seattle,10/14/2012,Clete Blakeman,10,115,6,80,4,35,15,6,2012
856,N.Y. Giants,San Francisco,10/14/2012,John Parry,8,55,2,20,6,35,9,6,2012
857,Minnesota,Washington,10/14/2012,Tony Corrente,12,95,5,29,7,66,12,6,2012
858,Green Bay,Houston,10/14/2012,Jerome Boger,11,120,4,51,7,69,14,6,2012
859,Denver,San Diego,10/15/2012,Jeff Triplette,19,145,10,81,9,64,20,6,2012
860,Seattle,San Francisco,10/18/2012,Walt Anderson,8,60,3,20,5,40,11,7,2012
861,Washington,N.Y. Giants,10/21/2012,Ed Hochuli,10,85,7,55,3,30,10,7,2012
862,Arizona,Minnesota,10/21/2012,Terry McAulay,16,117,9,82,7,35,18,7,2012
863,Dallas,Carolina,10/21/2012,Ron Winter,15,114,6,43,9,71,16,7,2012
864,New Orleans,Tampa Bay,10/21/2012,Jerome Boger,14,110,7,55,7,55,19,7,2012
865,Green Bay,St. Louis,10/21/2012,Bill Vinovich,9,60,3,30,6,30,15,7,2012
866,Baltimore,Houston,10/21/2012,Tony Corrente,10,116,5,56,5,60,11,7,2012
867,Cleveland,Indianapolis,10/21/2012,Carl Cheffers,16,125,9,75,7,50,16,7,2012
868,Tennessee,Buffalo,10/21/2012,Mike Carey,11,90,3,25,8,65,11,7,2012
869,N.Y. Jets,New England,10/21/2012,Jeff Triplette,14,100,8,60,6,40,17,7,2012
870,Jacksonville,Oakland,10/21/2012,Scott Green,15,150,6,92,9,58,15,7,2012
871,Pittsburgh,Cincinnati,10/21/2012,Clete Blakeman,7,70,5,50,2,20,10,7,2012
872,Detroit,Chicago,10/22/2012,Al Riveron,14,96,5,47,9,49,16,7,2012
873,Tampa Bay,Minnesota,10/25/2012,Ron Winter,9,81,4,49,5,32,12,8,2012
874,Jacksonville,Green Bay,10/28/2012,Carl Cheffers,12,110,7,77,5,33,12,8,2012
875,Miami,N.Y. Jets,10/28/2012,Walt Anderson,9,76,4,31,5,45,10,8,2012
876,San Diego,Cleveland,10/28/2012,Jerome Boger,7,50,3,15,4,35,7,8,2012
877,Indianapolis,Tennessee,10/28/2012,Al Riveron,13,110,5,45,8,65,15,8,2012
878,New England,St. Louis,10/28/2012,Walt Coleman,20,144,8,42,12,102,21,8,2012
879,Atlanta,Philadelphia,10/28/2012,Gene Steratore,12,97,6,40,6,57,17,8,2012
880,Carolina,Chicago,10/28/2012,Ed Hochuli,8,61,3,21,5,40,11,8,2012
881,Seattle,Detroit,10/28/2012,John Parry,7,71,2,10,5,61,11,8,2012
882,Washington,Pittsburgh,10/28/2012,Pete Morelli,10,75,7,55,3,20,14,8,2012
883,Oakland,Kansas City,10/28/2012,Bill Vinovich,7,60,2,20,5,40,9,8,2012
884,N.Y. Giants,Dallas,10/28/2012,Scott Green,8,55,5,45,3,10,11,8,2012
885,New Orleans,Denver,10/28/2012,Mike Carey,8,49,3,15,5,34,12,8,2012
886,San Francisco,Arizona,10/29/2012,Bill Leavy,17,131,10,80,7,51,18,8,2012
887,Kansas City,San Diego,11/1/2012,Al Riveron,13,91,5,37,8,54,14,9,2012
888,Carolina,Washington,11/4/2012,Carl Cheffers,20,157,7,60,13,97,22,9,2012
889,Arizona,Green Bay,11/4/2012,Walt Coleman,9,62,8,57,1,5,9,9,2012
890,Detroit,Jacksonville,11/4/2012,Gene Steratore,8,82,5,42,3,40,11,9,2012
891,Chicago,Tennessee,11/4/2012,Terry McAulay,14,105,5,37,9,68,16,9,2012
892,Denver,Cincinnati,11/4/2012,Scott Green,13,112,5,29,8,83,14,9,2012
893,Baltimore,Cleveland,11/4/2012,Jeff Triplette,13,113,9,82,4,31,18,9,2012
894,Buffalo,Houston,11/4/2012,Bill Vinovich,10,57,3,15,7,42,11,9,2012
895,Miami,Indianapolis,11/4/2012,Tony Corrente,19,170,8,79,11,91,23,9,2012
896,Minnesota,Seattle,11/4/2012,Jerome Boger,10,82,6,33,4,49,11,9,2012
897,Tampa Bay,Oakland,11/4/2012,Walt Anderson,23,196,14,116,9,80,25,9,2012
898,Pittsburgh,N.Y. Giants,11/4/2012,Bill Leavy,13,159,6,119,7,40,13,9,2012
899,Dallas,Atlanta,11/4/2012,John Parry,9,65,7,50,2,15,12,9,2012
900,Philadelphia,New Orleans,11/5/2012,Clete Blakeman,11,93,7,58,4,35,12,9,2012
901,Indianapolis,Jacksonville,11/8/2012,Terry McAulay,16,155,6,40,10,115,19,10,2012
902,Denver,Carolina,11/11/2012,Al Riveron,14,105,7,60,7,45,15,10,2012
903,San Diego,Tampa Bay,11/11/2012,Bill Vinovich,2,10,1,5,1,5,2,10,2012
904,Tennessee,Miami,11/11/2012,Walt Anderson,11,106,4,39,7,67,13,10,2012
905,Buffalo,New England,11/11/2012,Bill Leavy,21,221,14,148,7,73,22,10,2012
906,Oakland,Baltimore,11/11/2012,Ron Winter,14,146,10,105,4,41,16,10,2012
907,N.Y. Giants,Cincinnati,11/11/2012,Mike Carey,6,45,1,5,5,40,6,10,2012
908,Atlanta,New Orleans,11/11/2012,Tony Corrente,11,88,6,53,5,35,12,10,2012
909,Detroit,Minnesota,11/11/2012,Pete Morelli,13,104,6,57,7,47,13,10,2012
910,N.Y. Jets,Seattle,11/11/2012,Ed Hochuli,13,80,6,35,7,45,16,10,2012
911,Dallas,Philadelphia,11/11/2012,Walt Coleman,19,125,13,75,6,50,20,10,2012
912,St. Louis,San Francisco,11/11/2012,Clete Blakeman,20,151,13,85,7,66,22,10,2012
913,Houston,Chicago,11/11/2012,Gene Steratore,8,84,3,35,5,49,10,10,2012
914,Kansas City,Pittsburgh,11/12/2012,Carl Cheffers,8,95,6,76,2,19,10,10,2012
915,Miami,Buffalo,11/15/2012,Jeff Triplette,17,169,11,100,6,69,17,11,2012
916,Philadelphia,Washington,11/18/2012,Terry McAulay,22,150,9,70,13,80,25,11,2012
917,Green Bay,Detroit,11/18/2012,Ron Winter,16,130,9,80,7,50,19,11,2012
918,Arizona,Atlanta,11/18/2012,Bill Vinovich,10,78,5,43,5,35,11,11,2012
919,Tampa Bay,Carolina,11/18/2012,Bill Leavy,17,141,6,50,11,91,18,11,2012
920,Cleveland,Dallas,11/18/2012,Ed Hochuli,21,221,12,129,9,92,21,11,2012
921,N.Y. Jets,St. Louis,11/18/2012,Jerome Boger,8,50,3,20,5,30,10,11,2012
922,Indianapolis,New England,11/18/2012,John Parry,5,75,1,5,4,70,9,11,2012
923,Jacksonville,Houston,11/18/2012,Clete Blakeman,8,74,6,54,2,20,10,11,2012
924,Cincinnati,Kansas City,11/18/2012,Gene Steratore,14,84,9,54,5,30,15,11,2012
925,New Orleans,Oakland,11/18/2012,Pete Morelli,11,114,7,74,4,40,11,11,2012
926,San Diego,Denver,11/18/2012,Carl Cheffers,14,95,10,65,4,30,14,11,2012
927,Baltimore,Pittsburgh,11/18/2012,Walt Anderson,10,111,4,68,6,43,11,11,2012
928,Chicago,San Francisco,11/19/2012,Tony Corrente,11,105,6,55,5,50,11,11,2012
929,Houston,Detroit,11/22/2012,Walt Coleman,15,135,8,65,7,70,15,12,2012
930,Washington,Dallas,11/22/2012,Bill Leavy,12,86,5,41,7,45,14,12,2012
931,New England,N.Y. Jets,11/22/2012,Mike Carey,13,71,8,36,5,35,13,12,2012
932,Oakland,Cincinnati,11/25/2012,Al Riveron,6,50,3,25,3,25,7,12,2012
933,Pittsburgh,Cleveland,11/25/2012,Ron Winter,19,158,9,68,10,90,20,12,2012
934,Buffalo,Indianapolis,11/25/2012,Ed Hochuli,10,83,4,46,6,37,12,12,2012
935,Tennessee,Jacksonville,11/25/2012,Walt Anderson,11,72,6,42,5,30,12,12,2012
936,Denver,Kansas City,11/25/2012,Jerome Boger,11,85,4,35,7,50,13,12,2012
937,Minnesota,Chicago,11/25/2012,Scott Green,8,99,3,44,5,55,8,12,2012
938,Atlanta,Tampa Bay,11/25/2012,Jeff Triplette,7,39,2,15,5,24,9,12,2012
939,Seattle,Miami,11/25/2012,Clete Blakeman,12,74,10,59,2,15,13,12,2012
940,Baltimore,San Diego,11/25/2012,Gene Steratore,11,97,6,60,5,37,13,12,2012
941,San Francisco,New Orleans,11/25/2012,John Parry,14,121,10,68,4,53,16,12,2012
942,St. Louis,Arizona,11/25/2012,Tony Corrente,17,140,10,84,7,56,20,12,2012
943,Green Bay,N.Y. Giants,11/25/2012,Terry McAulay,11,73,7,49,4,24,14,12,2012
944,Carolina,Philadelphia,11/26/2012,Pete Morelli,11,131,6,101,5,30,15,12,2012
945,New Orleans,Atlanta,11/29/2012,Scott Green,10,55,5,30,5,25,10,13,2012
946,Seattle,Chicago,12/2/2012,Mike Carey,13,100,8,55,5,45,14,13,2012
947,Minnesota,Green Bay,12/2/2012,Ed Hochuli,15,126,5,48,10,78,20,13,2012
948,San Francisco,St. Louis,12/2/2012,Carl Cheffers,18,157,11,97,7,60,20,13,2012
949,Arizona,N.Y. Jets,12/2/2012,Walt Anderson,7,50,4,30,3,20,8,13,2012
950,Carolina,Kansas City,12/2/2012,John Parry,8,50,7,45,1,5,8,13,2012
951,Indianapolis,Detroit,12/2/2012,Bill Vinovich,12,97,4,36,8,61,15,13,2012
952,Jacksonville,Buffalo,12/2/2012,Pete Morelli,17,174,8,74,9,100,18,13,2012
953,New England,Miami,12/2/2012,Ron Winter,14,142,6,50,8,92,15,13,2012
954,Houston,Tennessee,12/2/2012,Tony Corrente,15,132,11,97,4,35,18,13,2012
955,Tampa Bay,Denver,12/2/2012,Terry McAulay,19,155,11,80,8,75,20,13,2012
956,Pittsburgh,Baltimore,12/2/2012,Al Riveron,12,120,4,50,8,70,12,13,2012
957,Cleveland,Oakland,12/2/2012,Bill Leavy,12,90,2,25,10,65,12,13,2012
958,Cincinnati,San Diego,12/2/2012,Walt Coleman,16,110,8,55,8,55,18,13,2012
959,Philadelphia,Dallas,12/2/2012,Jeff Triplette,8,65,1,5,7,60,11,13,2012
960,N.Y. Giants,Washington,12/3/2012,Jerome Boger,13,129,9,73,4,56,16,13,2012
961,Denver,Oakland,12/6/2012,Clete Blakeman,14,119,3,25,11,94,17,14,2012
962,Baltimore,Washington,12/9/2012,John Parry,16,126,8,56,8,70,16,14,2012
963,Kansas City,Cleveland,12/9/2012,Walt Anderson,12,90,5,35,7,55,12,14,2012
964,San Diego,Pittsburgh,12/9/2012,Scott Green,14,103,6,51,8,52,15,14,2012
965,Tennessee,Indianapolis,12/9/2012,Pete Morelli,15,113,9,70,6,43,17,14,2012
966,N.Y. Jets,Jacksonville,12/9/2012,Al Riveron,8,69,1,15,7,54,8,14,2012
967,Chicago,Minnesota,12/9/2012,Walt Coleman,17,134,10,80,7,54,21,14,2012
968,Atlanta,Carolina,12/9/2012,Ed Hochuli,6,25,3,15,3,10,6,14,2012
969,Philadelphia,Tampa Bay,12/9/2012,Ron Winter,10,73,2,13,8,60,14,14,2012
970,St. Louis,Buffalo,12/9/2012,Gene Steratore,4,32,2,17,2,15,6,14,2012
971,Dallas,Cincinnati,12/9/2012,Bill Vinovich,14,119,6,49,8,70,16,14,2012
972,Miami,San Francisco,12/9/2012,Mike Carey,11,88,5,43,6,45,12,14,2012
973,New Orleans,N.Y. Giants,12/9/2012,Jeff Triplette,16,136,10,81,6,55,19,14,2012
974,Arizona,Seattle,12/9/2012,Carl Cheffers,19,176,9,79,10,97,22,14,2012
975,Detroit,Green Bay,12/9/2012,Tony Corrente,12,105,5,55,7,50,13,14,2012
976,Houston,New England,12/10/2012,Terry McAulay,13,126,7,70,6,56,17,14,2012
977,Cincinnati,Philadelphia,12/13/2012,Carl Cheffers,20,170,11,94,9,76,25,15,2012
978,Green Bay,Chicago,12/16/2012,Walt Anderson,18,195,8,104,10,91,22,15,2012
979,N.Y. Giants,Atlanta,12/16/2012,Bill Leavy,5,55,2,25,3,30,10,15,2012
980,Tampa Bay,New Orleans,12/16/2012,Mike Carey,13,139,7,84,6,55,14,15,2012
981,Minnesota,St. Louis,12/16/2012,Al Riveron,11,96,3,49,8,47,15,15,2012
982,Washington,Cleveland,12/16/2012,Bill Vinovich,11,75,6,45,5,30,12,15,2012
983,Jacksonville,Miami,12/16/2012,John Parry,15,129,10,88,5,41,17,15,2012
984,Denver,Baltimore,12/16/2012,Pete Morelli,13,112,7,51,6,61,13,15,2012
985,Indianapolis,Houston,12/16/2012,Jeff Triplette,17,148,8,79,9,69,24,15,2012
986,Detroit,Arizona,12/16/2012,Jerome Boger,13,113,7,63,6,50,15,15,2012
987,Carolina,San Diego,12/16/2012,Terry McAulay,15,118,6,48,9,70,17,15,2012
988,Seattle,Buffalo,12/16/2012,Scott Green,8,52,4,32,4,20,9,15,2012
989,Pittsburgh,Dallas,12/16/2012,Clete Blakeman,8,61,0,0,8,61,8,15,2012
990,Kansas City,Oakland,12/16/2012,Tony Corrente,12,122,7,60,5,62,14,15,2012
991,San Francisco,New England,12/16/2012,Ed Hochuli,14,161,6,88,8,73,16,15,2012
992,N.Y. Jets,Tennessee,12/17/2012,Walt Coleman,18,134,4,23,14,111,20,15,2012
993,Atlanta,Detroit,12/22/2012,Gene Steratore,5,40,3,20,2,20,9,16,2012
994,Tennessee,Green Bay,12/23/2012,Clete Blakeman,6,45,5,35,1,10,10,16,2012
995,Oakland,Carolina,12/23/2012,Jerome Boger,16,167,6,70,10,97,22,16,2012
996,Buffalo,Miami,12/23/2012,Walt Anderson,14,118,11,93,3,25,14,16,2012
997,Cincinnati,Pittsburgh,12/23/2012,Mike Carey,12,118,7,55,5,63,14,16,2012
998,New England,Jacksonville,12/23/2012,Jeff Triplette,9,86,4,39,5,47,11,16,2012
999,Indianapolis,Kansas City,12/23/2012,Ron Winter,13,123,4,48,9,75,13,16,2012
1000,New Orleans,Dallas,12/23/2012,Walt Coleman,11,74,6,42,5,32,14,16,2012
1001,Washington,Philadelphia,12/23/2012,Ed Hochuli,7,54,3,24,4,30,10,16,2012
1002,St. Louis,Tampa Bay,12/23/2012,Scott Green,10,69,9,64,1,5,10,16,2012
1003,N.Y. Giants,Baltimore,12/23/2012,Carl Cheffers,15,144,6,52,9,92,16,16,2012
1004,Minnesota,Houston,12/23/2012,John Parry,14,112,5,52,9,60,15,16,2012
1005,Cleveland,Denver,12/23/2012,Al Riveron,21,153,10,69,11,84,26,16,2012
1006,Chicago,Arizona,12/23/2012,Terry McAulay,6,37,2,12,4,25,8,16,2012
1007,San Francisco,Seattle,12/23/2012,Bill Vinovich,10,103,6,58,4,45,12,16,2012
1008,San Diego,N.Y. Jets,12/23/2012,Pete Morelli,11,93,5,53,6,40,11,16,2012
1009,N.Y. Jets,Buffalo,12/30/2012,Terry McAulay,8,69,4,45,4,24,11,17,2012
1010,Miami,New England,12/30/2012,Jerome Boger,9,71,3,23,6,48,9,17,2012
1011,Baltimore,Cincinnati,12/30/2012,Ron Winter,14,142,10,102,4,40,14,17,2012
1012,Cleveland,Pittsburgh,12/30/2012,Walt Coleman,12,137,9,79,3,58,13,17,2012
1013,Houston,Indianapolis,12/30/2012,Clete Blakeman,12,88,9,64,3,24,15,17,2012
1014,Jacksonville,Tennessee,12/30/2012,Bill Vinovich,12,78,7,35,5,43,15,17,2012
1015,Philadelphia,N.Y. Giants,12/30/2012,Tony Corrente,7,57,6,52,1,5,10,17,2012
1016,Dallas,Washington,12/30/2012,Walt Anderson,3,26,1,6,2,20,5,17,2012
1017,Chicago,Detroit,12/30/2012,Bill Leavy,7,64,3,35,4,29,8,17,2012
1018,Green Bay,Minnesota,12/30/2012,Mike Carey,17,141,7,43,10,98,18,17,2012
1019,Tampa Bay,Atlanta,12/30/2012,Carl Cheffers,4,30,2,15,2,15,6,17,2012
1020,Carolina,New Orleans,12/30/2012,Al Riveron,9,91,4,36,5,55,13,17,2012
1021,Kansas City,Denver,12/30/2012,Ed Hochuli,10,62,5,32,5,30,11,17,2012
1022,Oakland,San Diego,12/30/2012,John Parry,17,127,9,67,8,60,19,17,2012
1023,Arizona,San Francisco,12/30/2012,Pete Morelli,8,59,5,34,3,25,8,17,2012
1024,St. Louis,Seattle,12/30/2012,Jeff Triplette,24,178,14,98,10,80,28,17,2012
1025,Baltimore,Denver,9/5/2013,Walt Coleman,15,114,7,53,8,61,21,1,2013
1026,New England,Buffalo,9/8/2013,Walt Anderson,14,111,4,36,10,75,17,1,2013
1027,Seattle,Carolina,9/8/2013,Jeff Triplette,13,155,9,109,4,46,15,1,2013
1028,Cincinnati,Chicago,9/8/2013,Carl Cheffers,12,143,8,84,4,59,12,1,2013
1029,Miami,Cleveland,9/8/2013,Mike Carey,19,134,10,77,9,57,20,1,2013
1030,Minnesota,Detroit,9/8/2013,John Parry,16,140,5,52,11,88,17,1,2013
1031,Oakland,Indianapolis,9/8/2013,Bill Vinovich,11,82,8,51,3,31,13,1,2013
1032,Kansas City,Jacksonville,9/8/2013,Pete Morelli,8,50,3,20,5,30,8,1,2013
1033,Tampa Bay,N.Y. Jets,9/8/2013,Ed Hochuli,19,147,13,102,6,45,22,1,2013
1034,Atlanta,New Orleans,9/8/2013,Gene Steratore,8,76,2,19,6,57,8,1,2013
1035,Tennessee,Pittsburgh,9/8/2013,Jerome Boger,10,107,6,60,4,47,11,1,2013
1036,Arizona,St. Louis,9/8/2013,Clete Blakeman,13,127,6,68,7,59,15,1,2013
1037,Green Bay,San Francisco,9/8/2013,Bill Leavy,16,129,5,44,11,85,17,1,2013
1038,N.Y. Giants,Dallas,9/8/2013,Tony Corrente,11,92,6,52,5,40,13,1,2013
1039,Philadelphia,Washington,9/9/2013,Ron Winter,18,140,8,65,10,75,23,1,2013
1040,Houston,San Diego,9/9/2013,Scott Green,14,128,7,73,7,55,16,1,2013
1041,N.Y. Jets,New England,9/12/2013,Carl Cheffers,11,96,8,66,3,30,13,2,2013
1042,St. Louis,Atlanta,9/15/2013,Scott Green,14,106,7,53,7,53,14,2,2013
1043,Cleveland,Baltimore,9/15/2013,Bill Vinovich,8,74,5,33,3,41,9,2,2013
1044,Carolina,Buffalo,9/15/2013,Walt Coleman,10,85,3,30,7,55,11,2,2013
1045,Minnesota,Chicago,9/15/2013,Ed Hochuli,7,60,3,25,4,35,9,2,2013
1046,Washington,Green Bay,9/15/2013,Tony Corrente,11,118,7,78,4,40,14,2,2013
1047,Tennessee,Houston,9/15/2013,Jeff Triplette,14,110,9,70,5,40,16,2,2013
1048,Miami,Indianapolis,9/15/2013,Clete Blakeman,3,13,0,0,3,13,4,2,2013
1049,Dallas,Kansas City,9/15/2013,Jerome Boger,15,72,5,27,10,45,18,2,2013
1050,San Diego,Philadelphia,9/15/2013,Terry McAulay,13,114,4,32,9,82,15,2,2013
1051,Detroit,Arizona,9/15/2013,Pete Morelli,15,141,8,101,7,40,15,2,2013
1052,New Orleans,Tampa Bay,9/15/2013,Bill Leavy,15,153,5,35,10,118,16,2,2013
1053,Denver,N.Y. Giants,9/15/2013,Gene Steratore,17,148,13,132,4,16,18,2,2013
1054,Jacksonville,Oakland,9/15/2013,Walt Anderson,15,100,10,70,5,30,18,2,2013
1055,San Francisco,Seattle,9/15/2013,John Parry,22,205,12,121,10,84,23,2,2013
1056,Pittsburgh,Cincinnati,9/16/2013,Mike Carey,12,113,3,29,9,84,13,2,2013
1057,Kansas City,Philadelphia,9/19/2013,Walt Anderson,15,110,9,65,6,45,17,3,2013
1058,Houston,Baltimore,9/22/2013,John Parry,24,200,14,113,10,87,26,3,2013
1059,Green Bay,Cincinnati,9/22/2013,Clete Blakeman,9,98,4,55,5,43,12,3,2013
1060,St. Louis,Dallas,9/22/2013,Carl Cheffers,11,113,5,41,6,72,16,3,2013
1061,Atlanta,Miami,9/22/2013,Ron Winter,9,72,7,59,2,13,9,3,2013
1062,Cleveland,Minnesota,9/22/2013,Bill Leavy,9,82,5,47,4,35,9,3,2013
1063,Buffalo,N.Y. Jets,9/22/2013,Scott Green,27,255,7,87,20,168,31,3,2013
1064,Tampa Bay,New England,9/22/2013,Jeff Triplette,10,98,4,48,6,50,13,3,2013
1065,Arizona,New Orleans,9/22/2013,Walt Coleman,7,48,3,18,4,30,10,3,2013
1066,San Diego,Tennessee,9/22/2013,Tony Corrente,16,161,5,45,11,116,19,3,2013
1067,Detroit,Washington,9/22/2013,Ed Hochuli,14,116,8,71,6,45,16,3,2013
1068,N.Y. Giants,Carolina,9/22/2013,Mike Carey,10,77,6,45,4,32,12,3,2013
1069,Indianapolis,San Francisco,9/22/2013,Terry McAulay,7,58,1,10,6,48,7,3,2013
1070,Jacksonville,Seattle,9/22/2013,Bill Vinovich,8,69,4,45,4,24,9,3,2013
1071,Chicago,Pittsburgh,9/22/2013,Pete Morelli,9,84,3,25,6,59,10,3,2013
1072,Oakland,Denver,9/23/2013,Jerome Boger,13,117,8,77,5,40,14,3,2013
1073,San Francisco,St. Louis,9/26/2013,Jeff Triplette,18,167,10,85,8,82,21,4,2013
1074,Baltimore,Buffalo,9/29/2013,Jerome Boger,19,158,8,59,11,99,21,4,2013
1075,Cincinnati,Cleveland,9/29/2013,Ron Winter,8,105,3,25,5,80,11,4,2013
1076,Chicago,Detroit,9/29/2013,Mike Carey,7,55,4,30,3,25,7,4,2013
1077,Seattle,Houston,9/29/2013,Tony Corrente,15,148,9,62,6,86,17,4,2013
1078,Indianapolis,Jacksonville,9/29/2013,John Parry,16,123,7,58,9,65,17,4,2013
1079,N.Y. Giants,Kansas City,9/29/2013,Terry McAulay,14,127,7,65,7,62,14,4,2013
1080,Pittsburgh,Minnesota,9/29/2013,Clete Blakeman,9,139,4,50,5,89,9,4,2013
1081,Arizona,Tampa Bay,9/29/2013,Gene Steratore,18,163,10,90,8,73,19,4,2013
1082,N.Y. Jets,Tennessee,9/29/2013,Walt Anderson,14,96,10,66,4,30,16,4,2013
1083,Philadelphia,Denver,9/29/2013,Pete Morelli,10,87,8,62,2,25,11,4,2013
1084,Washington,Oakland,9/29/2013,Bill Leavy,7,54,3,29,4,25,8,4,2013
1085,Dallas,San Diego,9/29/2013,Ed Hochuli,12,118,5,33,7,85,15,4,2013
1086,New England,Atlanta,9/29/2013,Walt Coleman,15,148,9,93,6,55,17,4,2013
1087,Miami,New Orleans,9/30/2013,Bill Vinovich,11,70,5,25,6,45,11,4,2013
1088,Buffalo,Cleveland,10/3/2013,Pete Morelli,13,122,7,56,6,66,14,5,2013
1089,New Orleans,Chicago,10/6/2013,Scott Green,8,53,2,10,6,43,10,5,2013
1090,New England,Cincinnati,10/6/2013,Gene Steratore,7,59,0,0,7,59,8,5,2013
1091,Detroit,Green Bay,10/6/2013,Jerome Boger,17,122,7,50,10,72,20,5,2013
1092,Seattle,Indianapolis,10/6/2013,Ron Winter,10,120,7,85,3,35,12,5,2013
1093,Baltimore,Miami,10/6/2013,Carl Cheffers,10,129,6,64,4,65,12,5,2013
1094,Philadelphia,N.Y. Giants,10/6/2013,Walt Coleman,20,224,8,88,12,136,23,5,2013
1095,Jacksonville,St. Louis,10/6/2013,Tony Corrente,10,98,4,45,6,53,10,5,2013
1096,Kansas City,Tennessee,10/6/2013,Bill Vinovich,15,96,9,61,6,35,15,5,2013
1097,Carolina,Arizona,10/6/2013,John Parry,12,109,9,79,3,30,14,5,2013
1098,Denver,Dallas,10/6/2013,Terry McAulay,14,136,5,55,9,81,17,5,2013
1099,San Diego,Oakland,10/6/2013,Jeff Triplette,13,115,5,30,8,85,18,5,2013
1100,Houston,San Francisco,10/6/2013,Mike Carey,10,69,7,52,3,17,11,5,2013
1101,N.Y. Jets,Atlanta,10/7/2013,Bill Leavy,10,70,6,24,4,46,11,5,2013
1102,N.Y. Giants,Chicago,10/10/2013,John Parry,9,82,4,31,5,51,11,6,2013
1103,Green Bay,Baltimore,10/13/2013,Gene Steratore,14,95,8,55,6,40,15,6,2013
1104,Cincinnati,Buffalo,10/13/2013,Ed Hochuli,12,105,8,78,4,27,13,6,2013
1105,Detroit,Cleveland,10/13/2013,Walt Coleman,17,152,8,65,9,87,18,6,2013
1106,St. Louis,Houston,10/13/2013,Bill Leavy,16,169,9,74,7,95,17,6,2013
1107,Oakland,Kansas City,10/13/2013,Mike Carey,15,88,11,68,4,20,17,6,2013
1108,Carolina,Minnesota,10/13/2013,Ron Winter,11,95,6,40,5,55,13,6,2013
1109,Pittsburgh,N.Y. Jets,10/13/2013,Terry McAulay,12,109,7,49,5,60,13,6,2013
1110,Philadelphia,Tampa Bay,10/13/2013,Clete Blakeman,11,103,3,31,8,72,12,6,2013
1111,Jacksonville,Denver,10/13/2013,Jeff Triplette,11,93,7,62,4,31,11,6,2013
1112,Tennessee,Seattle,10/13/2013,Carl Cheffers,13,109,7,44,6,65,13,6,2013
1113,New Orleans,New England,10/13/2013,Tony Corrente,11,89,7,56,4,33,14,6,2013
1114,Arizona,San Francisco,10/13/2013,Scott Green,10,73,6,38,4,35,14,6,2013
1115,Washington,Dallas,10/13/2013,Walt Anderson,19,184,12,104,7,80,20,6,2013
1116,Indianapolis,San Diego,10/14/2013,Pete Morelli,10,53,5,28,5,25,11,6,2013
1117,Seattle,Arizona,10/17/2013,Terry McAulay,13,92,10,70,3,22,16,7,2013
1118,Tampa Bay,Atlanta,10/20/2013,Walt Anderson,20,204,11,103,9,101,23,7,2013
1119,St. Louis,Carolina,10/20/2013,Bill Vinovich,15,127,8,68,7,59,16,7,2013
1120,Cincinnati,Detroit,10/20/2013,Scott Green,10,80,6,50,4,30,13,7,2013
1121,Cleveland,Green Bay,10/20/2013,Jeff Triplette,22,203,12,106,10,97,22,7,2013
1122,San Diego,Jacksonville,10/20/2013,Walt Coleman,14,106,8,61,6,45,15,7,2013
1123,Houston,Kansas City,10/20/2013,Ed Hochuli,9,64,4,40,5,24,11,7,2013
1124,Buffalo,Miami,10/20/2013,Gene Steratore,10,85,6,53,4,32,11,7,2013
1125,New England,N.Y. Jets,10/20/2013,Jerome Boger,16,145,7,100,9,45,18,7,2013
1126,Dallas,Philadelphia,10/20/2013,John Parry,17,108,12,75,5,33,20,7,2013
1127,Chicago,Washington,10/20/2013,Clete Blakeman,10,77,5,30,5,47,10,7,2013
1128,San Francisco,Tennessee,10/20/2013,Ron Winter,15,142,5,42,10,100,19,7,2013
1129,Baltimore,Pittsburgh,10/20/2013,Bill Leavy,16,117,9,67,7,50,18,7,2013
1130,Denver,Indianapolis,10/20/2013,Carl Cheffers,18,155,12,103,6,52,25,7,2013
1131,Minnesota,N.Y. Giants,10/21/2013,Tony Corrente,8,110,3,38,5,72,10,7,2013
1132,Carolina,Tampa Bay,10/24/2013,Jerome Boger,9,80,6,59,3,21,10,8,2013
1133,Dallas,Detroit,10/27/2013,Bill Vinovich,10,92,2,31,8,61,11,8,2013
1134,San Francisco,Jacksonville,10/27/2013,Ed Hochuli,10,111,4,35,6,76,10,8,2013
1135,Cleveland,Kansas City,10/27/2013,Clete Blakeman,14,101,9,70,5,31,16,8,2013
1136,Miami,New England,10/27/2013,Walt Anderson,12,96,7,61,5,35,12,8,2013
1137,Buffalo,New Orleans,10/27/2013,Terry McAulay,14,104,6,45,8,59,14,8,2013
1138,N.Y. Giants,Philadelphia,10/27/2013,Carl Cheffers,15,140,11,92,4,48,16,8,2013
1139,Pittsburgh,Oakland,10/27/2013,John Parry,9,51,3,12,6,39,11,8,2013
1140,N.Y. Jets,Cincinnati,10/27/2013,Pete Morelli,8,114,4,69,4,45,9,8,2013
