Team,Team_ID,Name,Pos,Count,Yards,Declined,Offsetting,Pre-Snap,Penalties,Week,Year
Green Bay,12,L.Guion,DE,0,0,1,0,0,Illegal Use of Hands (1),11,2014
Chicago,6,B.De La Puente,C,1,10,0,0,0,Offensive Holding (1),11,2014
Detroit,11,J.Jones,DE,1,5,0,0,1,Encroachment (1),11,2014
Tampa Bay,33,L.Mankins,G,1,10,0,0,0,Illegal Use of Hands (1),11,2014
Atlanta,2,P.Soliai,DT,1,15,0,0,0,Roughing the Passer (1),11,2014
Denver,10,L.Barrow,LB,1,15,0,0,0,Horse Collar Tackle (1),11,2014
Indianapolis,14,Z.Kerr,NT,0,0,1,0,1,Defensive Offside (1),11,2014
Detroit,11,E.Ebron,TE,1,10,0,0,0,Offensive Pass Interference (1),11,2014
Oakland,26,K.Mack,DE,1,5,0,0,1,Neutral Zone Infraction (1),11,2014
San Diego,29,D.Freeney,OLB,1,5,0,0,1,Neutral Zone Infraction (1),11,2014
Buffalo,4,K.Orton,QB,1,6,0,0,0,Intentional Grounding (1),11,2014
Seattle,31,T.Simon,CB,0,0,1,0,0,Illegal Use of Hands (1),11,2014
Kansas City,16,M.McGlynn,G,1,1,0,0,1,False Start (1),11,2014
Cincinnati,7,G.Iloka,SS,1,15,0,0,0,Unnecessary Roughness (1),11,2014
Tampa Bay,33,J.McCown,QB,1,5,0,0,1,Delay of Game (1),11,2014
Philadelphia,27,M.Sanchez,QB,1,15,0,0,0,Low Block (1),11,2014
Miami,20,B.Gibson,WR,0,0,1,0,0,Offensive Pass Interference (1),11,2014
Carolina,5,R.Harper,SS,1,15,0,0,0,Unnecessary Roughness (1),11,2014
Cleveland,8,K.Williams,DB,0,0,1,0,0,Illegal Use of Hands (1),11,2014
Cleveland,8,R.Taylor,TE,1,10,0,0,0,Offensive Holding (1),11,2014
Cleveland,8,D.Whitner,SS,1,15,0,0,0,Unnecessary Roughness (1),11,2014
Green Bay,12,L.Taylor,G,1,10,0,0,0,Offensive Holding (1),11,2014
Green Bay,12,J.Tretter,T,1,15,0,0,0,Personal Foul (1),11,2014
Green Bay,12,R.Rodgers,TE,0,0,1,0,0,Offensive Pass Interference (1),11,2014
Kansas City,16,P.Gaines,CB,0,0,0,1,0,Illegal Use of Hands (1),11,2014
New Orleans,25,M.Ball,DB,1,5,0,0,1,Encroachment (1),11,2014
Denver,10,L.McCray,OLB,1,5,0,0,1,False Start (1),11,2014
Tampa Bay,33,B.Magee,LB,1,5,0,0,1,False Start (1),11,2014
Tampa Bay,33,D.Fletcher,LB,1,10,0,0,0,Offensive Holding (1),11,2014
Oakland,26,J.Tuck,DE,1,5,0,0,1,Defensive Offside (1),11,2014
Oakland,26,K.McGill,SS,1,4,0,0,0,Offensive Holding (1),11,2014
Oakland,26,J.Chaney,LB,1,8,0,0,0,Offensive Holding (1),11,2014
Oakland,26,B.Leonhardt,TE,1,5,0,0,1,Illegal Shift (1),11,2014
San Diego,29,B.Flowers,CB,0,0,0,1,0,Illegal Contact (1),11,2014
Detroit,11,C.Vaughn,DB,0,0,1,0,0,Defensive Pass Interference (1),11,2014
Detroit,11,G.Johnson,DE,1,10,0,0,0,Offensive Holding (1),11,2014
Arizona,1,K.Martin,LB,1,15,0,0,0,Roughing the Passer (1),11,2014
Indianapolis,14,M.Adams,SS,0,0,1,0,0,Defensive Holding (1),11,2014
New England,24,M.Butler,DB,0,0,1,0,0,Illegal Block Above the Waist (1),11,2014
Buffalo,4,M.Williams,DE,1,5,0,0,1,Defensive Offside (1),11,2014
Atlanta,2,T.Jackson,DE,1,15,0,0,0,Roughing the Passer (1),11,2014
N.Y. Giants,22,D.Rodgers-Cromartie,CB,1,35,0,0,0,Defensive Pass Interference (1),11,2014
Indianapolis,14,S.Brown,DB,1,2,0,0,0,Defensive Pass Interference (1),11,2014
Miami,20,S.Smith,G,1,10,0,0,0,Offensive Holding (1),11,2014
N.Y. Giants,22,C.Brown,DB,0,0,1,0,1,Illegal Formation (1),11,2014
Kansas City,16,R.Parker,FS,1,5,0,0,0,Illegal Use of Hands (1),11,2014
Dallas,9,O.Scandrick,CB,3,25,0,0,1,"Defensive Offside (1), Unsportsmanlike Conduct (1), Defensive Holding (1)",12,2014
Miami,20,J.Wilson,DB,3,29,0,0,0,"Unnecessary Roughness (1), Illegal Use of Hands (1), Horse Collar Tackle (1)",12,2014
Chicago,6,B.Marshall,WR,2,15,1,0,1,"Illegal Block Above the Waist (2), False Start (1)",12,2014
Minnesota,21,M.Kalil,T,3,35,0,0,0,"Offensive Holding (2), Face Mask (15 Yards) (1)",12,2014
Kansas City,16,E.Fisher,T,3,25,0,0,1,"Offensive Holding (2), False Start (1)",12,2014
San Diego,29,D.Fluker,T,3,15,0,0,2,"False Start (2), Offensive Holding (1)",12,2014
St. Louis,32,G.Robinson,T,3,30,0,0,1,"False Start (1), Face Mask (15 Yards) (1), Offensive Holding (1)",12,2014
New England,24,P.Chung,SS,2,14,0,0,0,"Illegal Block Above the Waist (1), Defensive Holding (1)",12,2014
Seattle,31,B.Maxwell,DB,2,44,0,0,0,"Defensive Pass Interference (1), Illegal Use of Hands (1)",12,2014
Denver,10,O.Bolden,SS,2,32,0,0,0,"Unnecessary Roughness (1), Defensive Pass Interference (1)",12,2014
Green Bay,12,M.Neal,OLB,2,20,0,0,1,"Roughing the Passer (1), Neutral Zone Infraction (1)",12,2014
Indianapolis,14,J.Gordy,DB,1,9,1,0,0,"Unnecessary Roughness (1), Illegal Contact (1)",12,2014
Green Bay,12,D.Bakhtiari,OL,1,10,1,0,0,Offensive Holding (2),12,2014
Jacksonville,15,L.Reynolds,OLB,1,5,1,0,1,"False Start (1), Running Into the Kicker (1)",12,2014
New England,24,J.Collins,LB,2,10,0,0,1,"Defensive Offside (1), Defensive Holding (1)",12,2014
Tennessee,34,T.Lewan,OL,2,15,0,0,1,"Offensive Holding (1), Delay of Game (1)",12,2014
N.Y. Jets,23,B.Giacomini,T,2,10,0,0,2,False Start (2),12,2014
Washington,35,A.Davis,DB,2,12,0,0,1,"False Start (1), Illegal Block Above the Waist (1)",12,2014
Tampa Bay,33,A.Collins,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",12,2014
Denver,10,T.Ward,SS,2,6,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",12,2014
Oakland,26,J.Chaney,LB,2,20,0,0,0,Offensive Holding (2),12,2014
Cleveland,8,J.Dray,TE,2,15,0,0,1,"False Start (1), Offensive Holding (1)",12,2014
Detroit,11,C.Lucas,T,2,25,0,0,0,"Personal Foul (1), Illegal Use of Hands (1)",12,2014
Philadelphia,27,J.Peters,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",12,2014
Atlanta,2,R.White,WR,1,10,0,0,0,Offensive Holding (1),12,2014
Baltimore,3,L.Webb,FS,1,1,0,0,0,Horse Collar Tackle (1),12,2014
Tennessee,34,N.Washington,WR,1,10,0,0,0,Offensive Pass Interference (1),12,2014
Tennessee,34,M.Griffin,FS,1,11,0,0,0,Defensive Pass Interference (1),12,2014
N.Y. Giants,22,M.Kiwanuka,DE,1,5,0,0,1,Neutral Zone Infraction (1),12,2014
Atlanta,2,J.Babineaux,DT,1,5,0,0,1,Neutral Zone Infraction (1),12,2014
Philadelphia,27,T.Cole,LB,1,5,0,0,1,Defensive Offside (1),12,2014
New Orleans,25,J.Evans,G,1,10,0,0,0,Offensive Holding (1),12,2014
Buffalo,4,E.Pears,T,1,10,0,0,0,Offensive Holding (1),12,2014
N.Y. Giants,22,E.Manning,QB,1,10,0,0,0,Intentional Grounding (1),12,2014
Cleveland,8,J.Sheard,DE,1,5,0,0,1,Defensive Offside (1),12,2014
New England,24,N.Solder,T,1,10,0,0,0,Offensive Holding (1),12,2014
Miami,20,R.Starks,DT,1,6,0,0,1,Neutral Zone Infraction (1),12,2014
New England,24,K.Arrington,DB,1,5,0,0,0,Illegal Contact (1),12,2014
Oakland,26,S.Wisniewski,C,1,10,0,0,0,Offensive Holding (1),12,2014
Denver,10,O.Franklin,G,1,10,0,0,0,Offensive Holding (1),12,2014
Cleveland,8,J.Haden,DB,1,5,0,0,0,Defensive Holding (1),12,2014
Green Bay,12,B.Bulaga,T,1,5,0,0,1,False Start (1),12,2014
New England,24,R.Gronkowski,TE,0,0,0,1,0,Offensive Pass Interference (1),12,2014
Buffalo,4,S.Chandler,TE,1,5,0,0,1,False Start (1),12,2014
Miami,20,J.Taylor,CB,0,0,1,0,0,Illegal Contact (1),12,2014
Detroit,11,D.Raiola,C,1,5,0,0,1,False Start (1),12,2014
Detroit,11,N.Suh,DT,1,3,0,0,1,Encroachment (1),12,2014
Philadelphia,27,E.Mathis,G,1,10,0,0,0,Illegal Use of Hands (1),12,2014
Kansas City,16,D.Bowe,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
N.Y. Jets,23,K.Wilson,DB,1,5,0,0,0,Defensive Holding (1),12,2014
Detroit,11,D.Levy,OLB,0,0,0,1,0,Defensive Holding (1),12,2014
Tampa Bay,33,D.Dotson,T,1,5,0,0,1,False Start (1),12,2014
New England,24,S.Vollmer,T,1,10,0,0,0,Illegal Use of Hands (1),12,2014
San Francisco,30,A.Boone,G,1,5,0,0,0,Ineligible Downfield Pass (1),12,2014
Cincinnati,7,R.Nelson,FS,1,15,0,0,0,Horse Collar Tackle (1),12,2014
Houston,13,D.Newton,T,1,5,0,0,1,False Start (1),12,2014
Philadelphia,27,L.McCoy,RB,1,10,0,0,0,Offensive Pass Interference (1),12,2014
Washington,35,L.Paulsen,TE,0,0,1,0,0,Offensive Holding (1),12,2014
Cincinnati,7,J.Gresham,TE,1,5,0,0,1,False Start (1),12,2014
Minnesota,21,J.Brinkley,LB,0,0,1,0,0,Defensive Holding (1),12,2014
Washington,35,K.Lichtensteiger,C,1,10,0,0,0,Offensive Holding (1),12,2014
Denver,10,D.Thomas,WR,1,10,0,0,0,Offensive Pass Interference (1),12,2014
Baltimore,3,H.Ngata,DT,1,16,0,0,0,Roughing the Passer (1),12,2014
New Orleans,25,J.Goodwin,C,0,0,1,0,0,Offensive Holding (1),12,2014
Green Bay,12,J.Nelson,WR,1,10,0,0,0,Offensive Holding (1),12,2014
N.Y. Jets,23,Q.Coples,OLB,1,5,0,0,1,Defensive Offside (1),12,2014
Denver,10,M.Ramirez,G,1,15,0,0,0,Personal Foul (1),12,2014
Arizona,1,B.Massie,T,1,10,0,0,0,Offensive Holding (1),12,2014
Dallas,9,B.Carr,CB,0,0,1,0,0,Defensive Pass Interference (1),12,2014
St. Louis,32,J.Jenkins,CB,1,15,0,0,0,Unsportsmanlike Conduct (1),12,2014
Minnesota,21,H.Smith,DB,1,6,0,0,0,Defensive Pass Interference (1),12,2014
Cincinnati,7,T.Newman,DB,1,15,0,0,0,Defensive Pass Interference (1),12,2014
Baltimore,3,K.Osemele,G,0,0,0,1,0,Illegal Use of Hands (1),12,2014
Chicago,6,A.Jeffery,WR,1,5,0,0,1,False Start (1),12,2014
Seattle,31,J.Sweezy,OL,1,5,0,0,1,False Start (1),12,2014
Tampa Bay,33,D.Martin,RB,0,0,1,0,0,Offensive Holding (1),12,2014
Tennessee,34,K.Wright,WR,0,0,1,0,0,Offensive Pass Interference (1),12,2014
Arizona,1,R.Housler,TE,1,10,0,0,0,Offensive Holding (1),12,2014
St. Louis,32,J.Barksdale,T,1,5,0,0,1,False Start (1),12,2014
Indianapolis,14,C.Fleener,TE,1,5,0,0,1,False Start (1),12,2014
Philadelphia,27,B.Boykin,DB,1,5,0,0,0,Illegal Block Above the Waist (1),12,2014
San Diego,29,S.Wright,DB,1,30,0,0,0,Defensive Pass Interference (1),12,2014
Cincinnati,7,E.Lamur,OLB,1,5,0,0,0,Illegal Contact (1),12,2014
Buffalo,4,J.Hughes,DE,1,4,0,0,1,Neutral Zone Infraction (1),12,2014
Seattle,31,M.Bennett,DE,1,5,0,0,1,Defensive Offside (1),12,2014
Detroit,11,D.Slay,CB,0,0,1,0,0,Defensive Holding (1),12,2014
N.Y. Jets,23,S.Richardson,DE,0,0,1,0,1,Defensive Offside (1),12,2014
N.Y. Jets,23,W.Colon,G,1,10,0,0,0,Offensive Holding (1),12,2014
New Orleans,25,K.Vaccaro,SS,1,15,0,0,0,Personal Foul (1),12,2014
St. Louis,32,J.Cook,TE,1,10,0,0,0,Illegal Use of Hands (1),12,2014
Dallas,9,R.Leary,G,1,15,0,0,0,Unnecessary Roughness (1),12,2014
Philadelphia,27,L.Johnson,OL,1,15,0,0,0,Unnecessary Roughness (1),12,2014
Atlanta,2,D.Trufant,CB,1,5,0,0,0,Defensive Holding (1),12,2014
Baltimore,3,M.Elam,SS,1,10,0,0,0,Offensive Holding (1),12,2014
Houston,13,E.Pleasant,DB,0,0,0,1,0,Illegal Use of Hands (1),12,2014
Philadelphia,27,C.Williams,DB,0,0,1,0,0,Defensive Holding (1),12,2014
New Orleans,25,K.Lewis,CB,0,0,0,1,0,Defensive Pass Interference (1),12,2014
Detroit,11,C.Mosley,DT,1,1,0,0,0,Personal Foul (1),12,2014
Jacksonville,15,D.McCray,CB,0,0,1,0,0,Defensive Holding (1),12,2014
Oakland,26,D.Hayden,CB,0,0,1,0,0,Defensive Holding (1),12,2014
San Francisco,30,C.Lemonier,OLB,1,10,0,0,0,Illegal Use of Hands (1),12,2014
Buffalo,4,D.Williams,SS,1,5,0,0,0,Player Out of Bounds on Punt (1),12,2014
Seattle,31,J.Kearse,WR,1,10,0,0,0,Offensive Holding (1),12,2014
Indianapolis,14,H.Thornton,G,1,10,0,0,0,Offensive Holding (1),12,2014
Tampa Bay,33,R.Shepard,WR,0,0,1,0,0,Personal Foul (1),12,2014
Tampa Bay,33,J.Banks,CB,1,6,0,0,0,Horse Collar Tackle (1),12,2014
Philadelphia,27,B.Fletcher,DB,0,0,0,1,0,Defensive Holding (1),12,2014
St. Louis,32,D.Bates,LB,1,10,0,0,0,Offensive Holding (1),12,2014
San Diego,29,M.Scifres,P,0,0,0,1,0,Low Block (1),12,2014
Atlanta,2,M.Goodman,DE,1,5,0,0,0,Illegal Use of Hands (1),12,2014
Denver,10,M.Jackson,DT,1,15,0,0,0,Unnecessary Roughness (1),12,2014
Oakland,26,M.Watson,T,1,10,0,0,0,Offensive Holding (1),12,2014
Jacksonville,15,A.Sanders,WR,0,0,1,0,1,Illegal Shift (1),12,2014
Jacksonville,15,D.Gratz,CB,1,5,0,0,0,Offensive Holding (1),12,2014
Detroit,11,L.Waddle,T,1,5,0,0,1,False Start (1),12,2014
Baltimore,3,E.Monroe,T,1,5,0,0,0,Ineligible Downfield Pass (1),12,2014
Tampa Bay,33,W.Gholston,DL,1,16,0,0,0,Roughing the Kicker (1),12,2014
New Orleans,25,T.Armstead,T,1,5,0,0,1,False Start (1),12,2014
Seattle,31,A.Bailey,G,1,5,0,0,1,False Start (1),12,2014
Atlanta,2,K.Ishmael,DB,1,5,0,0,0,Defensive Holding (1),12,2014
Washington,35,A.Roberts,WR,1,7,0,0,0,Face Mask (15 Yards) (1),12,2014
Washington,35,R.Clark,FS,1,15,0,0,0,Unnecessary Roughness (1),12,2014
Tennessee,34,M.Oher,T,0,0,0,1,0,Offensive Holding (1),12,2014
New England,24,B.LaFell,WR,1,5,0,0,1,False Start (1),12,2014
Minnesota,21,C.Munnerlyn,CB,1,5,0,0,0,Defensive Holding (1),12,2014
Oakland,26,C.Woodson,FS,0,0,1,0,0,Defensive Holding (1),12,2014
Arizona,1,T.Larsen,G,1,5,0,0,1,False Start (1),12,2014
Baltimore,3,O.Daniels,TE,1,5,0,0,1,False Start (1),12,2014
Cincinnati,7,D.Dennard,DB,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
New England,24,D.Jones,DB,1,10,0,0,0,Offensive Holding (1),12,2014
Jacksonville,15,B.Linder,OL,0,0,1,0,0,Illegal Use of Hands (1),12,2014
Kansas City,16,R.Harris,T,1,5,0,0,1,False Start (1),12,2014
N.Y. Jets,23,S.Hakim,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
San Francisco,30,L.McCray,DB,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
Chicago,6,C.Jones,LB,1,5,0,0,1,False Start (1),12,2014
Chicago,6,R.Mundy,SS,1,10,0,0,0,Offensive Holding (1),12,2014
Cleveland,8,J.Bitonio,OL,1,5,0,0,1,False Start (1),12,2014
Oakland,26,B.Mayowa,DE,1,5,0,0,0,Illegal Use of Hands (1),12,2014
St. Louis,32,K.Britt,WR,0,0,1,0,0,Offensive Pass Interference (1),12,2014
San Francisco,30,T.Jerod-Eddie,DE,1,7,0,0,0,Offensive Holding (1),12,2014
Indianapolis,14,D.Moncrief,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
Tampa Bay,33,L.Murphy,WR,1,15,0,0,0,Face Mask (15 Yards) (1),12,2014
San Diego,29,C.Watt,C,1,9,0,0,0,Offensive Holding (1),12,2014
Detroit,11,J.Jones,DE,1,5,0,0,1,Neutral Zone Infraction (1),12,2014
Tampa Bay,33,L.Mankins,G,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
N.Y. Jets,23,M.Vick,QB,1,5,0,0,1,Delay of Game (1),12,2014
Chicago,6,J.Allen,LB,0,0,1,0,1,Defensive Offside (1),12,2014
San Diego,29,D.Freeney,OLB,1,11,0,0,0,Roughing the Passer (1),12,2014
San Diego,29,J.Attaochu,LB,0,0,1,0,0,Offensive Holding (1),12,2014
Dallas,9,J.Mincey,DE,1,8,0,0,0,Unnecessary Roughness (1),12,2014
New England,24,B.Browner,DB,1,10,0,0,0,Defensive Pass Interference (1),12,2014
New England,24,B.Bolden,RB,0,0,1,0,0,Illegal Block Above the Waist (1),12,2014
N.Y. Jets,23,T.Graham,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
Minnesota,21,T.Bridgewater,QB,1,16,0,0,0,Intentional Grounding (1),12,2014
Jacksonville,15,N.Jacobs,TE,1,5,0,0,1,False Start (1),12,2014
Washington,35,T.Compton,T,1,5,0,0,1,Illegal Formation (1),12,2014
San Francisco,30,A.Lynch,OLB,1,15,0,0,0,Roughing the Passer (1),12,2014
Minnesota,21,L.Joseph,DT,1,15,0,0,0,Roughing the Passer (1),12,2014
Green Bay,12,D.Adams,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
Green Bay,12,M.Hyde,FS,1,5,0,0,0,Defensive Holding (1),12,2014
Tampa Bay,33,M.Evans,WR,1,15,0,0,0,Unsportsmanlike Conduct (1),12,2014
Kansas City,16,M.McGlynn,G,1,10,0,0,0,Offensive Holding (1),12,2014
Seattle,31,P.Lewis,C,0,0,1,0,0,Ineligible Downfield Pass (1),12,2014
Indianapolis,14,J.Harrison,C,1,5,0,0,1,False Start (1),12,2014
Tampa Bay,33,J.McCown,QB,1,5,0,0,1,Delay of Game (1),12,2014
Oakland,26,R.Armstrong,OLB,1,5,0,0,0,Running Into the Kicker (1),12,2014
Denver,10,W.Montgomery,C,1,10,0,0,0,Illegal Use of Hands (1),12,2014
N.Y. Giants,22,P.Parker,WR,1,5,0,0,1,False Start (1),12,2014
Philadelphia,27,V.Curry,DE,1,4,0,0,0,Face Mask (15 Yards) (1),12,2014
Oakland,26,K.McGill,SS,1,10,0,0,0,Offensive Holding (1),12,2014
Detroit,11,C.Vaughn,DB,1,5,0,0,0,Defensive Holding (1),12,2014
Atlanta,2,D.Southward,FS,1,5,0,0,1,False Start (1),12,2014
Chicago,6,B.Vereen,FS,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
Houston,13,A.Dent,ILB,1,5,0,0,0,Illegal Contact (1),12,2014
Cincinnati,7,N.Johnson,ILB,0,0,0,1,0,Illegal Block Above the Waist (1),12,2014
Houston,13,J.Clowney,OLB,1,5,0,0,1,Neutral Zone Infraction (1),12,2014
Cincinnati,7,R.Hewitt,TE,1,10,0,0,0,Offensive Holding (1),12,2014
Indianapolis,14,J.McNary,ILB,1,15,0,0,0,Unnecessary Roughness (1),12,2014
Jacksonville,15,R.Bryant,DT,1,5,0,0,0,Illegal Use of Hands (1),12,2014
Jacksonville,15,M.Lee,WR,0,0,1,0,0,Offensive Pass Interference (1),12,2014
Jacksonville,15,S.Martin,DB,1,15,0,0,0,Unnecessary Roughness (1),12,2014
Green Bay,12,D.Goodson,CB,1,15,0,0,0,Interference with Opportunity to Catch (1),12,2014
Tennessee,34,B.Stingily,T,1,5,0,0,1,False Start (1),12,2014
San Diego,29,E.Royal,WR,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
St. Louis,32,T.Austin,WR,1,10,0,0,0,Offensive Holding (1),12,2014
St. Louis,32,M.McFadden,LB,0,0,0,1,0,Offensive Holding (1),12,2014
Miami,20,E.Mitchell,DT,1,5,0,0,1,Encroachment (1),12,2014
Washington,35,M.Moses,T,1,4,0,0,1,False Start (1),12,2014
N.Y. Giants,22,A.Snyder,G,1,5,0,0,1,False Start (1),12,2014
N.Y. Giants,22,R.Jennings,RB,1,5,0,0,1,False Start (1),12,2014
Dallas,9,J.Crawford,DT,1,5,0,0,1,Encroachment (1),12,2014
N.Y. Giants,22,Z.Bowman,DB,0,0,1,0,0,Defensive Holding (1),12,2014
Baltimore,3,W.Hill,SS,1,5,0,0,0,Illegal Use of Hands (1),12,2014
Houston,13,J.Joseph,CB,0,0,1,0,0,Illegal Contact (1),12,2014
N.Y. Jets,23,Dar.Walls,CB,0,0,1,0,0,Defensive Pass Interference (1),12,2014
Miami,20,Da.Williams,RB,1,10,0,0,0,Offensive Holding (1),12,2014
Tampa Bay,33,E.Smith,C,0,0,1,0,0,Offensive Holding (1),12,2014
Tennessee,34,D.Walker,TE,1,10,0,0,0,Offensive Holding (1),12,2014
Dallas,9,Tyr.Smith,OL,1,10,0,0,0,Offensive Holding (1),12,2014
Jacksonville,15,J.Thomas,OLB,1,8,0,0,0,Unnecessary Roughness (1),12,2014
San Diego,29,T.Williams,OLB,1,10,0,0,0,Illegal Block Above the Waist (1),12,2014
Seattle,31,J.Britt,C,1,5,0,0,1,False Start (1),12,2014
Kansas City,16,R.Parker,FS,1,9,0,0,0,Defensive Pass Interference (1),12,2014
Miami,20,W.Aikens,DB,0,0,1,0,0,Defensive Pass Interference (1),12,2014
Cleveland,8,J.Thomas,T,2,15,2,0,1,"Offensive Holding (3), False Start (1)",13,2014
Tampa Bay,33,G.Gilkey,T,2,15,2,0,1,"Offensive Holding (2), Personal Foul (1), Illegal Motion (1)",13,2014
Seattle,31,T.Simon,CB,3,20,0,1,0,"Offensive Holding (1), Illegal Contact (1), Unsportsmanlike Conduct (1), Defensive Holding (1)",13,2014
Baltimore,3,E.Dumervil,OLB,3,15,0,0,3,Defensive Offside (3),13,2014
Atlanta,2,R.McClain,CB,2,6,1,0,0,"Illegal Contact (2), Defensive Pass Interference (1)",13,2014
Washington,35,T.Williams,T,2,15,1,0,2,"False Start (1), Offensive Holding (1), Illegal Formation (1)",13,2014
Carolina,5,B.Bell,T,2,15,0,0,1,"False Start (1), Illegal Use of Hands (1)",13,2014
San Francisco,30,J.Staley,T,1,10,1,0,0,"Offensive Holding (1), Illegal Use of Hands (1)",13,2014
Chicago,6,R.Garza,C,2,19,0,0,0,Offensive Holding (2),13,2014
San Diego,29,M.Gilchrist,DB,2,23,0,0,0,"Defensive Pass Interference (1), Defensive Holding (1)",13,2014
Cleveland,8,B.Skrine,DB,1,11,1,0,0,Defensive Pass Interference (2),13,2014
Oakland,26,M.Reece,FB,1,5,1,0,1,"False Start (1), Offensive Pass Interference (1)",13,2014
Pittsburgh,28,K.Beachum,T,2,15,0,0,1,"False Start (1), Offensive Holding (1)",13,2014
Baltimore,3,C.Upshaw,OLB,0,0,2,0,1,"Illegal Use of Hands (1), Defensive Offside (1)",13,2014
Arizona,1,J.Bethel,CB,1,4,1,0,2,Defensive Offside (2),13,2014
Cleveland,8,J.Gordon,WR,2,20,0,0,1,"False Start (1), Unsportsmanlike Conduct (1)",13,2014
San Diego,29,S.Wright,DB,2,38,0,0,0,Defensive Pass Interference (2),13,2014
New Orleans,25,K.Vaccaro,SS,2,18,0,0,0,"Roughing the Passer (1), Personal Foul (1)",13,2014
Baltimore,3,M.Elam,SS,2,10,0,0,0,"Illegal Contact (1), Defensive Holding (1)",13,2014
Jacksonville,15,L.Joeckel,T,2,20,0,0,0,Offensive Holding (2),13,2014
New Orleans,25,K.Lewis,CB,1,4,1,0,0,Illegal Use of Hands (2),13,2014
Seattle,31,C.Avril,DE,2,10,0,0,1,"Defensive Offside (1), Defensive Holding (1)",13,2014
Indianapolis,14,D.Butler,FS,2,10,0,0,0,"Illegal Contact (1), Defensive Holding (1)",13,2014
Arizona,1,T.Larsen,G,2,15,0,0,1,"False Start (1), Offensive Holding (1)",13,2014
Tampa Bay,33,A.Collins,T,2,10,0,0,2,False Start (2),13,2014
N.Y. Jets,23,S.Hakim,WR,2,16,0,0,0,"Illegal Block Above the Waist (1), Defensive Holding (1)",13,2014
Denver,10,E.Sanders,WR,2,10,0,0,2,Illegal Formation (2),13,2014
New England,24,B.Browner,DB,2,10,0,0,0,"Illegal Use of Hands (1), Defensive Holding (1)",13,2014
Tampa Bay,33,O.Cousins,T,2,20,0,0,1,"Illegal Block Above the Waist (1), Illegal Formation (1)",13,2014
Cleveland,8,J.Dray,TE,2,15,0,0,1,"False Start (1), Offensive Pass Interference (1)",13,2014
Indianapolis,14,J.McNary,ILB,1,5,1,0,0,"Defensive Holding (1), Running Into the Kicker (1)",13,2014
Tennessee,34,J.Staples,LB,2,24,0,0,0,"Offensive Holding (1), Unsportsmanlike Conduct (1)",13,2014
Baltimore,3,J.Flacco,QB,1,5,0,0,1,Delay of Game (1),13,2014
Washington,35,S.Moss,WR,1,10,0,0,0,Offensive Pass Interference (1),13,2014
Indianapolis,14,J.Reitz,T,1,10,0,0,0,Offensive Holding (1),13,2014
Buffalo,4,M.Dareus,DT,1,5,0,0,1,Neutral Zone Infraction (1),13,2014
Atlanta,2,H.Douglas,WR,1,10,0,0,0,Offensive Pass Interference (1),13,2014
Chicago,6,T.Jennings,DB,1,8,0,0,0,Unnecessary Roughness (1),13,2014
N.Y. Giants,22,A.Rolle,DB,1,15,0,0,0,Personal Foul (1),13,2014
Cincinnati,7,A.Green,WR,1,10,0,0,0,Offensive Pass Interference (1),13,2014
Cleveland,8,J.Haden,DB,1,5,0,0,0,Illegal Contact (1),13,2014
Minnesota,21,E.Griffen,DE,1,5,0,0,1,Neutral Zone Infraction (1),13,2014
Green Bay,12,B.Bulaga,T,1,10,0,0,0,Offensive Holding (1),13,2014
Seattle,31,R.Sherman,CB,1,5,0,0,0,Defensive Holding (1),13,2014
San Diego,29,E.Weddle,FS,1,15,0,0,0,Roughing the Passer (1),13,2014
Denver,10,V.Miller,LB,1,12,0,0,0,Roughing the Passer (1),13,2014
New Orleans,25,C.Jordan,DL,1,5,0,0,1,Defensive Offside (1),13,2014
San Francisco,30,M.Crabtree,WR,0,0,0,1,0,Personal Foul (1),13,2014
Green Bay,12,A.Rodgers,QB,1,5,0,0,1,Delay of Game (1),13,2014
Seattle,31,J.Carpenter,G,1,10,0,0,0,Illegal Use of Hands (1),13,2014
Detroit,11,D.Raiola,C,1,10,0,0,0,Offensive Holding (1),13,2014
Arizona,1,P.Peterson,CB,0,0,1,0,0,Defensive Holding (1),13,2014
New England,24,D.Connolly,G,1,10,0,0,0,Offensive Holding (1),13,2014
Baltimore,3,T.Suggs,OLB,1,5,0,0,0,Illegal Use of Hands (1),13,2014
N.Y. Jets,23,N.Bellore,LB,1,10,0,0,0,Offensive Holding (1),13,2014
Cincinnati,7,A.Whitworth,T,1,5,0,0,1,False Start (1),13,2014
Dallas,9,O.Scandrick,CB,1,5,0,0,0,Illegal Use of Hands (1),13,2014
